,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,"protected_div(-(x2 - 1*0.6250438359583913) + protected_pow(x1 - 1*2.896992398991236, 4.0512678402738915) + protected_pow(x2 - 1*2.018973268635885, -1.1784307963837075), protected_pow(x2 - cos(-protected_pow(protected_exp(protected_exp(x2)), 2.125181848544838*1.7874822215510013*x1*(-0.8471825721283148)) + sin(protected_sqrt(protected_sqrt(4.158962852818014)))), 1.6282883020699594) + 12.135290508889621)","protected_div(t1*(t8 + x2) + protected_pow(t4 + x1, t5) + protected_pow(t6 + x2, t7), t14 + protected_pow(t3*cos(t2*protected_pow(protected_exp(protected_exp(x2)), t10*t11*t12*x1) + sin(protected_sqrt(protected_sqrt(t9)))) + x2, t13))",41,14,"[-1.0, -1.0, -1.0, -2.896992398991236, 4.0512678402738915, -2.018973268635885, -1.1784307963837075, -0.6250438359583913, 4.158962852818014, 2.125181848544838, 1.7874822215510013, -0.8471825721283148, 1.6282883020699594, 12.135290508889621]","[2.810553642343034, 0.1552254717928472, -3.991640180248563, -2.994138574774695, 3.6331291967549353, -1.993289348912247, -0.7852989525105304, -3.6082918496199325, 1.7054805931090005, 8.120636636843477e-05, 0.9736824671282157, -3.2934269463708383, 3.7474474703366627, 6.405847322537175]",0.6353695637287979,140321.08247224873,0.04668589698513445,1.0849664105243826,1.1106279840534283,30.575507652262758,36.28979336654847,69.65306044208414,143.52297660010709,0.2877538261313788,1163.0561017725956,205110.00756817267,27716219822.330437,98.31370618473319,44.921516589242515,"[1.34690481e+02 5.84553419e+04 1.19916876e+03 3.11350448e+04
 1.73342585e+04 9.63507318e+03 8.03197509e+02 3.38914674e+02
 2.96097369e+02 2.18959931e+08 1.59161573e+00 2.27373675e-01
 1.99648298e+02 2.72009970e+02 2.09783948e+05]",0.34983343143548723,0.3028645642100219,0.04696886722546533
1,1,"protected_div(-(x2 - 1*1.6410115686102515) + protected_div(protected_sqrt(x1), x1 + x2) + protected_pow(x1 - 1*3.025452968652728, 4.0621181493966025), protected_pow(x2 - 1*2.2104468214310393, 4.607952663874785) + 11.014407397412283)","protected_div(t1*(t4 + x2) + protected_div(protected_sqrt(x1), x1 + x2) + protected_pow(t2 + x1, t3), t7 + protected_pow(t5 + x2, t6))",24,7,"[-1.0, -3.025452968652728, 4.0621181493966025, -1.6410115686102515, -2.2104468214310393, 4.607952663874785, 11.014407397412283]","[3.1089044497341853, -2.992765861795671, 3.6882679011935116, -2.9221022105579597, -1.9306909832016232, 3.9600524742459364, 6.914578527157226]",0.1513017817605082,0.11149427966958263,0.07115584932157294,0.04129340693596412,0.0663785416689666,113.24163807153536,114.82405565395294,134.0829995594401,130.09500103901354,48.62081903576768,206.92511508009613,-1036.349590273503,12829.731197120484,49.906597000316054,31.56758500292979,"[5.75255399e+01 3.05193169e+04 1.66003247e+04 3.53537644e+02
 5.60237368e+03 1.98411954e+02 2.31608510e+02 3.60637955e+05]",0.26738230334860535,0.1962264540270295,0.07115584932157586
2,2,"protected_div(-(x2 - 1*0.14630482618571503) + protected_pow(x1 - 1*2.916185119483556, 3.9390551047987383) + protected_pow(x2 - 1*0.679825312082116, 1.4028212393485884), protected_pow(x2 - cos(protected_div(-5.655551061603088, x1) + sin(x2)), 1.7501276528630931) + 10.531141148401838)","protected_div(t1*(t7 + x2) + protected_pow(t3 + x1, t4) + protected_pow(t5 + x2, t6), t10 + protected_pow(t2*cos(protected_div(t8, x1) + sin(x2)) + x2, t9))",30,10,"[-1.0, -1.0, -2.916185119483556, 3.9390551047987383, -0.679825312082116, 1.4028212393485884, -0.14630482618571503, -5.655551061603088, 1.7501276528630931, 10.531141148401838]","[4.044400256867981, -2.880689350368134, -2.977385110896322, 4.299222412403353, -0.05805597089691224, 0.46521982855482286, -3.1688323973236963, -6.638289049316263, 2.1514824168142916, 13.137726911016962]",0.5854825447171771,0.7100164335041713,0.17920127072540165,0.6134686713202745,0.6386937865052874,546.064406380528,549.064406380528,574.721278426397,366.22150225052343,262.032203190264,1064.5192305171295,111979.7445344642,131049.86457932381,65.91673732008658,38.27256174017289,"[ 2.88764568e+01  3.06158654e+02  3.67715529e+04  1.58531748e+04
 -3.85175554e+04  4.63842298e+01  1.39039003e+02  1.17408490e+05
  1.31876732e+03  6.00266503e+01  1.02672345e+06]",0.466406046893013,0.2982827613943393,0.1681232854986737
3,3,"protected_div(-(x2 - 1*(-3.305988497569995)) + protected_pow(x1 - 1*2.965393553418644, 5.109934233166833) + protected_pow(x2 - 1*7.965350836431318, -1.999727923289067), protected_pow(sin((sin(-10.048752239814176) + 6.314788721235437 + 6.826196196997425)*sin(sin(x2))) - 1*(-7.680957405610471), 1.875828254384332) - 0.6764015352707144)","protected_div(t1*(t6 + x2) + protected_pow(t2 + x1, t3) + protected_pow(t4 + x2, t5), t12 + protected_pow(t10 + sin((t8 + t9 + sin(t7))*sin(sin(x2))), t11))",36,12,"[-1.0, -2.965393553418644, 5.109934233166833, -7.965350836431318, -1.999727923289067, 3.305988497569995, -10.048752239814176, 6.826196196997425, 6.314788721235437, 7.680957405610471, 1.875828254384332, -0.6764015352707144]","[4.228568058555761, -2.9349743683613307, 3.596299343872254, -1078.3246511143398, -91.4216928674443, -2.3817477285150956, -28.323480777981693, -1.0618478313306126, 1.0241923369437567, -1.0044394170114366, 281.0005323775767, 6.426612387482673]",0.5243712813764028,0.9038308207320485,0.16878883400341935,0.3068259737475841,0.33209054327594606,508.9311032865645,513.1636614260993,542.7983157044097,375.74690791608117,241.46555164328225,943.8122248195939,51411.65966831781,169332.09450627473,74.85989550047408,59.42146077232484,"[ 6.25277607e+01  2.78183734e+04  1.60568447e+04  0.00000000e+00
  0.00000000e+00  7.60621788e+02  1.33685292e+07  1.34008709e+07
  1.34008709e+07  7.10276813e+07 -1.70530257e-01  2.42550868e+02
  9.62532170e+05]",0.6435419907656584,0.25796240576048207,0.38557958500517636
4,4,"protected_div(-(x2 - 1*3.86051274920358) + protected_pow(x1 - 1*3.210368987399856, 4.892596365305635) + protected_pow(x2 - 1*3.867881830983269, 1.8277641789955672), protected_pow(x2 - ((protected_exp(x2) + cos(-1.3254379842577184))*(protected_pow(-1.2080695382698128, 0.10257252151786882) + protected_sqrt(x2)) + protected_div(protected_pow(protected_sqrt(x2 - 1*17.816260895348567), protected_exp(protected_exp(0.3601738629640453))), protected_sqrt(protected_pow(protected_sqrt(x2), protected_exp(x1)))) - protected_pow(-(protected_exp(0.6918281135610268*x1) - protected_pow(-0.8513266055917297, 40.94495565391156)*protected_sqrt(-4.021537909684475)) + protected_div(sin(protected_sqrt(-0.14133004760417867)), cos(cos(-1.6893952173932065))), -(protected_exp(-19.761558015712154) + protected_pow(cos(x2), x2 - 6.002776478373272) + cos(x1)) + protected_exp(protected_pow(-3.770648163792683, 0.12015282525726137))*sin(protected_exp(x2))) + sin(protected_pow(x1, 0.18885959063638832))*cos(x1*(-2.510668143892488))), 0.652716656064084) + 10.527792393273259)","protected_div(t1*(t11 + x2) + protected_pow(t7 + x1, t8) + protected_pow(t9 + x2, t10), t30 + protected_pow(t6*(t5*protected_pow(t3*(t2*(protected_pow(t23, t24)*protected_sqrt(t22)) + protected_exp(t21*x1)) + protected_div(sin(protected_sqrt(t19)), cos(cos(t20))), t4*(protected_exp(t28) + protected_pow(cos(x2), t27 + x2) + cos(x1)) + protected_exp(protected_pow(t25, t26))*sin(protected_exp(x2))) + (protected_exp(x2) + cos(t18))*(protected_pow(t16, t17) + protected_sqrt(x2)) + protected_div(protected_pow(protected_sqrt(t12 + x2), protected_exp(protected_exp(t13))), protected_sqrt(protected_pow(protected_sqrt(x2), protected_exp(x1)))) + sin(protected_pow(x1, t14))*cos(t15*x1)) + x2, t29))",98,30,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -3.210368987399856, 4.892596365305635, -3.867881830983269, 1.8277641789955672, -3.86051274920358, -17.816260895348567, 0.3601738629640453, 0.18885959063638832, -2.510668143892488, -1.2080695382698128, 0.10257252151786882, -1.3254379842577184, -0.14133004760417867, -1.6893952173932065, 0.6918281135610268, -4.021537909684475, -0.8513266055917297, 40.94495565391156, -3.770648163792683, 0.12015282525726137, -6.002776478373272, -19.761558015712154, 0.652716656064084, 10.527792393273259]","[3.0915055766937436, -0.28158257652835905, 1.372446279552843, -6.717511923469777, 0.8007843448516505, -0.12029237033062548, -3.0698253485835147, 3.795827300547062, -10.189906777426744, 0.8840334120970315, -4.7494601242527485, -9.773574320161352, 0.14004006916133166, 0.9187960003949286, -1.7541565128932184, -0.6225461096813099, 23.63157735728261, 12.889424697991883, -0.7838975467928385, 0.8234122062756197, -0.8580922253195538, -5.058603983254471, -0.18595767055889967, 40.14881885072507, -4.260887598567646, 0.7419984726080368, -11.015566890820875, -19.844273039608648, 1.2523575871180106, 6.503263180257484]",0.3598955473058591,0.829186884671086,0.10402973216548611,0.13209278333257826,0.15695980322566802,289.10666611433686,318.28313670257216,369.8669418799677,417.2895694934372,113.55333305716843,618.9396516762238,16898.34893317532,154588.41957166506,234.99373673424031,68.74249970202852,"[2.13191242e+02 0.00000000e+00 2.25099939e+01 4.80326889e+00
 1.13686838e+01 5.43471600e+05 3.09123607e+04 1.59553224e+04
 1.49213975e+01 5.32008926e+03 2.93596258e+02 5.21538368e+01
 2.28437784e+04 1.19342758e+02 9.48716661e+01 3.41060513e-01
 2.84217094e-02 1.08002496e+00 1.67915459e+02 2.91549895e+02
 4.99937869e+01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.24316557e+02 8.56556426e+03 1.13686838e-01 0.00000000e+00
 3.69436748e+03 1.88407512e+02 5.63301029e+05]",0.37771956342986124,0.2796386073618061,0.0980809560680551
5,5,"protected_div(protected_pow(x1 - 1*3.0094833594423416, 4.061921217547756) + protected_pow(x2 - 1*1.641291601745689, 1.7158651941798526) - protected_sqrt(protected_div(protected_exp(-protected_sqrt(-0.5141653821374219) - 5.183279087471683 + 3.2555833998109627) + protected_sqrt(sin(0.74631222851084))*cos(protected_exp(37.72773268420958)), protected_pow(protected_sqrt(protected_pow(x2, -3.261820524860383))*cos(0.272847727378777 + 0.9041781618466793), protected_div(x1 - 1*8.92481268054271 - cos(2.5647906072287707), protected_pow(-38.990514011936774, 0.5022360643059476)*protected_pow(18.46469001475232, 3.542206447835036)))) + sin(sin(protected_sqrt(protected_div(sin(-8.409258404512077), -31.293410816779694 + 1.4196215372212149))))), protected_pow(x2 - 1*2.0728953465677344, 5.359892888657762) + 11.210477898283907)","protected_div(t3*protected_sqrt(protected_div(protected_exp(t1*protected_sqrt(t10) + t8 + t9) + protected_sqrt(sin(t11))*cos(protected_exp(t12)), protected_pow(protected_sqrt(protected_pow(x2, t13))*cos(t14 + t15), protected_div(t16 + t2*cos(t17) + x1, protected_pow(t18, t19)*protected_pow(t20, t21)))) + sin(sin(protected_sqrt(protected_div(sin(t22), t23 + t24))))) + protected_pow(t4 + x1, t5) + protected_pow(t6 + x2, t7), t27 + protected_pow(t25 + x2, t26))",75,27,"[-1.0, -1.0, -1.0, -3.0094833594423416, 4.061921217547756, -1.641291601745689, 1.7158651941798526, 3.2555833998109627, -5.183279087471683, -0.5141653821374219, 0.74631222851084, 37.72773268420958, -3.261820524860383, 0.272847727378777, 0.9041781618466793, -8.92481268054271, 2.5647906072287707, 18.46469001475232, 3.542206447835036, -38.990514011936774, 0.5022360643059476, -8.409258404512077, 1.4196215372212149, -31.293410816779694, -2.0728953465677344, 5.359892888657762, 11.210477898283907]","[-2.6834393950219613, -27.35882036429843, -0.9265949978123655, -2.9917506282232003, 3.6420516832054024, 5.2543231432063076, -8.299444626895927, 14.453122287828752, 10.2939761660378, 31.960821018368804, -8.980623595875848, -7.836494510012553, -0.4469956936491695, -6.6236468344776664, 11.05066819786101, -56.153957114542074, 4.377933656167482, 11.631534374988387, -6.54804485370929, -7.8075010794978725, 8.831590356623611, 3.1740276751099077, -11.112565987196216, 1.474202579631809, -2.0322875217175764, 3.570181236534679, 6.547334359547238]",0.15006460183176817,0.11615634786564646,0.06021996608427035,0.41858528665277134,0.4425905748968889,110.04051120653344,132.91375064315315,182.9852764142,302.82111245348636,27.02025560326672,204.48143650852813,73486.36616615957,13750.583199748133,179.8421454598778,95.95871139034185,"[ 3.60147112e+03  2.13162821e-01  5.43252554e+02  3.16278204e+04
  1.74746333e+04  1.42108547e-02  1.42108547e-02  1.12677867e+02
  1.12677867e+02  6.36646291e+00 -5.68434189e-02  0.00000000e+00
  3.56794772e+03  3.97379836e+04  3.97379551e+04  2.25952590e+00
  1.49559298e+03  1.37015377e+03  2.60531152e+04  5.54041435e+03
  1.82755713e+04 -5.72697445e+01 -2.84217094e-02 -2.84217094e-02
  3.94800281e+03  1.81884729e+02  2.69778866e+02  2.93219685e+05]",0.21685099612273798,0.17525386641963003,0.04159712970310794
6,6,"protected_div(-(x2 - 1*1.1882373679121416) + protected_pow(x1 - 1*3.0151921196748876, 3.9383987891817642) + protected_sqrt(protected_pow(protected_pow(sin(cos(37.19764271102499) - (-16.548709106414893 - 4.002137148060599)), x1*x2 - 10.055866538819734*x2 + (46.598703582879075 - x2)*sin(-35.61909350376451)), cos(protected_exp(cos(-0.0004228390141805735 + 2.955925817050945))))), protected_pow(x2 - 1*2.131800352878267, 4.587166739009149) + 9.515622083578426)","protected_div(t3*(t14 + x2) + protected_pow(t4 + x1, t5) + protected_sqrt(protected_pow(protected_pow(sin(t1*(t7 + t8) + cos(t6)), t11*x2 + x1*x2 + (t10 + t2*x2)*sin(t9)), cos(protected_exp(cos(t12 + t13))))), t17 + protected_pow(t15 + x2, t16))",50,17,"[-1.0, -1.0, -1.0, -3.0151921196748876, 3.9383987891817642, 37.19764271102499, -16.548709106414893, -4.002137148060599, -35.61909350376451, 46.598703582879075, -10.055866538819734, 2.955925817050945, -0.0004228390141805735, -1.1882373679121416, -2.131800352878267, 4.587166739009149, 9.515622083578426]","[3.274407239126335, -1019.3324899434413, -0.22179451167415692, -2.997173784478254, 3.867128905221929, 27.860395012555045, -15.017382896540635, -2.586701527291782, -34.15174455391896, 687.7024777999521, -426.10807709965235, 3.663692772915645, 1.3146666337816868, 246.74692737268043, -1.985542111511612, 3.8201554269410916, 8.662724646703147]",0.1439776147284161,0.11785163644144886,0.030620311897418304,0.007725286733931816,0.032650891642261766,-26.889999840308192,-18.44555539586375,20.003063507477464,208.51279919944562,-31.444999920154096,192.4584157624505,-7666.726798952119,14085.436705618653,119.89476363991854,120.0630354796812,"[1.35864394e+09 3.69482223e-01 1.57807100e+06 3.29537002e+04
 1.65763367e+04 7.09330969e+05 4.70050076e+07 4.70050076e+07
 5.03689051e+05 3.62376795e-01 2.52953214e+00 2.32703959e+07
 2.32703959e+07 1.28608235e+00 3.66130593e+03 1.59019464e+02
 1.57534430e+02 1.10741780e+05]",0.30261211618736755,0.2719894962004233,0.030622619986944245
7,7,"protected_div(-(x2 - 1*2.8025552984066646) + protected_pow(x1 - 1*2.925992747144226, 5.472151030385072) + protected_pow(x2 - 1*3.782849440496277, 0.4674271096844508), protected_div(protected_exp(x2) + protected_exp(protected_exp(1.71107786758055)) - 0.5757025445943932 - 1*(-0.7628940074817283), sin(x2)*cos(0.06039919869379248) - (-1*5.475395070842315 + cos(1.9611629096912906) + 1.9648462949531986)))","protected_div(t1*(t7 + x2) + protected_pow(t3 + x1, t4) + protected_pow(t5 + x2, t6), protected_div(t10 + t9 + protected_exp(x2) + protected_exp(protected_exp(t8)), t2*(t13 + t14 + cos(t12)) + sin(x2)*cos(t11)))",43,14,"[-1.0, -1.0, -2.925992747144226, 5.4721510303850724, -3.782849440496277, 0.4674271096844508, -2.8025552984066646, 1.71107786758055, -0.5757025445943932, 0.7628940074817283, 0.06039919869379248, 1.9611629096912906, 1.9648462949531986, -5.475395070842315]","[7.639217505128245, -0.06402476640678659, -2.9053323763099232, 4.284886576521322, -2.6759671148025186, -0.788978696132644, -2.3470567787960683, 1.5808620767402601, -36.73685607095417, -34.58893282971848, 2.7547798731949103e-06, -21.29581449575816, -21.172428226350476, -30.935129355060848]",0.4680644873192757,0.4914743418501114,0.23364712546989086,0.3465614621765434,0.37348838362937575,769.1473792918512,774.8616650061368,808.2249320816726,527.7368408620808,369.5736896459256,832.595009865885,59260.21583617656,87883.41692246919,99.01115899874398,59.15199221741127,"[1.43245416e+01 2.84549697e+06 3.09626103e+04 1.38321639e+04
 1.48314234e+06 4.88807927e+03 5.26370059e+02 1.18178423e+06
 2.95585778e+00 2.95585778e+00 7.63975549e+01 1.59161573e+00
 4.09272616e+00 4.09272616e+00 1.36237486e+06]",0.47989469141537855,0.22320744821436136,0.2566872432010172
8,8,"protected_div(-(x2 - 1*2.2485943049623827) + protected_pow(x1 - 1*3.234492247688339, 5.298536680463485) + protected_pow(x2 - 1*2.3737651031239633, -1.1109798473520358), protected_pow(protected_sqrt(0.5386795229227859*x1) - 1*4.403198540722284, 3.1380801639631524) + 10.253696234328427)","protected_div(t1*(t6 + x2) + protected_pow(t2 + x1, t3) + protected_pow(t4 + x2, t5), t10 + protected_pow(t8 + protected_sqrt(t7*x1), t9))",29,10,"[-1.0, -3.234492247688339, 5.298536680463485, -2.3737651031239633, -1.1109798473520358, -2.2485943049623827, 0.5386795229227859, -4.4031985407222844, 3.1380801639631524, 10.253696234328427]","[-0.01712693142197814, -3.3913063832037715, 4.418625133585717, -2.665100989767596, -0.8395822343988746, 237.94904690236632, 52.270237260783425, -90.57904392970072, 1.194790149789429, -158.88722418630613]",0.5455696501822472,5.4245764852809915,0.4275912503832564,2.9741624335810806,3.0020245418578115,1527.3044937464424,1530.3044937464424,1555.9613657923114,874.8936428575292,752.6522468732212,985.6832561867079,578264.1245878992,1062270.061841224,60.303804708715234,61.93759127559285,"[6.60533260e+05 3.65705546e+04 1.17111085e+04 8.48250586e+07
 1.94240783e+04 2.27373675e-01 1.95541361e+01 6.14136297e+02
 4.33450543e+07 8.16271495e+01 2.55801433e+06]",0.66389266356697,0.30067799294968667,0.3632146706172833
9,9,"protected_div(-(x2 - protected_div(protected_exp(x2 - 6.67232184992405), protected_pow(-1.6383894316893033, 33.14119477740504)*cos(-12.637439230297614))) + protected_pow(x1 - 1*3.01440440817482, 3.9938603987880854) + protected_pow(x2 - 1*0.6647467344752763, 1.4456079855534587), protected_pow(x2 - 1*2.111029808732341, 4.375018167022999) + 10.326296436982725)","protected_div(t2*(t1*protected_div(protected_exp(t7 + x2), protected_pow(t8, t9)*cos(t10)) + x2) + protected_pow(t3 + x1, t4) + protected_pow(t5 + x2, t6), t13 + protected_pow(t11 + x2, t12))",35,13,"[-1.0, -1.0, -3.01440440817482, 3.9938603987880854, -0.6647467344752763, 1.4456079855534587, -6.67232184992405, -1.6383894316893033, 33.14119477740504, -12.637439230297614, -2.111029808732341, 4.375018167022999, 10.326296436982725]","[12.907599598218921, -2.392108853032458, -3.0114100762418228, 3.8784611158066267, -0.06864398065359166, 1.8905522083802457, -6.256491609266708, 0.5285698355576625, 32.24325279176481, -12.657119984625885, -2.092864146624455, 4.409072827190868, 8.859883575410846]",0.13359303390886906,0.08831925954074746,0.12505263425820262,0.08439561380060015,0.10836303866344421,338.15556492481625,343.0967413954045,374.62794752864954,268.61496214360017,155.07778246240812,171.94678521143823,7477.201014259055,8252.199767058639,76.90286020676768,36.63431947442437,"[1.70530257e-01 2.00145678e+02 3.19560627e+04 1.57236286e+04
 4.23654001e+02 1.22213351e+03 3.29123395e+01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.87131047e+03 1.44041223e+02
 1.49327661e+02 6.92904393e+05]",0.35336588239334565,0.22831324813514942,0.12505263425819627
