,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,(x1 - (protected_exp(protected_sqrt(-1.9255956225281177)) - cos(-x1 + x1)))*(x2 - 1*2.97371595860729) + 2.019372904550532*sin((x1 - 1*4.004743553019643)*(x2 - 1*4.026433145185581)),t6*sin((t7 + x1)*(t8 + x2)) + (t5 + x2)*(t3*(t2*cos(t1*x1 + x1) + protected_exp(protected_sqrt(t4))) + x1),27,8,"[-1.0, -1.0, -1.0, -1.9255956225281177, -2.97371595860729, 2.019372904550532, -4.004743553019643, -4.026433145185581]","[2.421652212934232, 0.031119690502763038, -1.438182407701337, -0.5396057866386489, -2.972853102906648, 2.0151554643278593, -3.999258793360097, -4.024366591424804]",0.10677285307186306,0.008345153835291722,0.10446797873907732,0.01011811832436274,0.12215329619363535,76.33855128771863,78.33855128771863,99.78508296161147,118.3553847382579,29.169275643859315,30.17233650245982,-1189.094644731148,-1266.2524861535203,59.32506358807793,29.861045506320654,"[   50.76827847  2479.65203926 10757.5885977  10262.14135891
  3163.83363952   424.53507376  6541.66854019  8575.30579879
  3100.49586005]",1.6738021565622483,1.5695182458825725,0.1042839106796759
1,1,"(x1 - 1*3.0054592481533158)*(x2 - (protected_sqrt(protected_sqrt(19.080807565742337*4.098275689342141)) + sin(protected_div(-x2 + x2, x2*(-2.0))))) + 2.01937321296905*sin((x1 - 1*4.004743470695003)*(x2 - 1*4.026433214737498))","t7*sin((t8 + x1)*(t9 + x2)) + (t3 + x1)*(t2*(protected_sqrt(protected_sqrt(t5*t6)) + sin(protected_div(t1*x2 + x2, t4*x2))) + x2)",31,9,"[-1.0, -1.0, -3.0054592481533158, -2.0, 19.080807565742337, 4.098275689342141, 2.01937321296905, -4.004743470695003, -4.026433214737498]","[-1.86207250703223, -0.9384950061258575, -3.0054595604996748, -1.1681851680087059, 16.348199813187854, 2.3734725777542858, 2.019372904866479, -4.004743562283863, -4.026433157556681]",0.10677285307223226,0.008345166600327698,0.10677285307186173,0.008345159566480066,0.12102418637918991,80.34467300491849,82.81658311727804,106.39637486479941,132.4510995231121,30.172336502459245,30.172336502620496,-1266.252236737289,-1266.251930630481,65.8489821531948,36.429780867458064,"[1.11808873e+03 3.17754711e+04 2.46425458e+03 6.08871176e+02
 4.05009359e+00 1.92613925e+02 4.25806945e+02 6.61658106e+03
 8.57655635e+03 3.25246674e+03]",1.7294490453983904,1.6226761923265287,0.10677285307186159
2,2,"(x1 - 1*3.0054595200837735)*(x2 - 1*2.9737159791424252) + (protected_pow(1.6862260071660324, 1.4669270986418492) + cos(protected_pow(-0.37599338160042156, -32.70684853605547)) + cos(0.5267612429363213))*sin((x1 - 1*4.004743606096943)*(x2 - 1*4.026433050622159))","(t1 + x1)*(t2 + x2) + (protected_pow(t5, t6) + cos(t7) + cos(protected_pow(t3, t4)))*sin((t8 + x1)*(t9 + x2))",30,9,"[-3.0054595200837735, -2.9737159791424252, -0.37599338160042156, -32.70684853605547, 1.6862260071660324, 1.4669270986418492, 0.5267612429363213, -4.004743606096943, -4.026433050622159]","[-3.005459564668568, -2.9737159667522843, -1.3631653478699868, -32.83810550314777, 1.2598828684343788, 0.7682550092279812, -1.7465323376382964, -4.004743563117534, -4.026433153678544]",0.10677285307202268,0.008345111133324442,0.10677285307186153,0.00834515757567932,0.12102418462450291,80.34467300491832,82.81658311727787,106.39637486479924,120.87792310999352,30.17233650245916,30.17233650252929,-1266.2523233751708,-1266.2543445052472,62.383246250395075,28.322340357139286,"[2.46430432e+03 3.16489945e+03 2.84217094e-02 2.13162821e-02
 2.25817587e+02 3.24575922e+01 4.12846646e+02 6.61662369e+03
 8.57657767e+03 3.25246674e+03]",1.6921410793945721,1.5853682263227105,0.10677285307186174
3,3,"(x1 - 1*3.0054595330224965)*(x2 - 1*2.9737159208194233) + (-(-protected_div(-0.5232545219264498*(-2.0049306721171276), protected_sqrt(0.17970997507510122)) + protected_div(protected_div(cos(0.046453552825011964), cos(3.0002151810496382)), (-1.3295716904176738 - 0.2985081156039056)*protected_exp(1.346561808461117)) + protected_sqrt(sin(0.8385658416931342))) + protected_sqrt(sin(protected_sqrt(-0.5057739795111796) - 2.668609607565955 - 0.8553735659299024)))*sin((x1 - 1*4.0047435963113225)*(x2 - 1*4.026433091145125))","(t3 + x1)*(t4 + x2) + (t2*(t1*protected_div(t14*t15, protected_sqrt(t16)) + protected_div(protected_div(cos(t8), cos(t9)), (t10 + t11)*protected_exp(t12)) + protected_sqrt(sin(t13))) + protected_sqrt(sin(t6 + t7 + protected_sqrt(t5))))*sin((t17 + x1)*(t18 + x2))",55,18,"[-1.0, -1.0, -3.0054595330224965, -2.9737159208194233, -0.5057739795111796, -0.8553735659299024, -2.668609607565955, 0.046453552825011964, 3.0002151810496382, -1.3295716904176738, -0.2985081156039056, 1.346561808461117, 0.8385658416931342, -0.5232545219264498, -2.0049306721171276, 0.17970997507510122, -4.0047435963113225, -4.026433091145125]","[-0.9999999819109099, -0.9999999870372419, -3.0054595595518765, -2.9737159670174207, -0.5057739732885022, -0.8553735760906844, -2.6686096177267373, 0.04645355316447345, 3.0002151814263858, -1.3295716887216682, -0.29850811390790005, 1.3465618069952034, 0.8385658463079885, -0.523254504318404, -2.0049306607814734, 0.17970997774421113, -4.004743562740966, -4.026433145508186]",0.1067728530719364,0.008345147219588093,0.10677285307186198,0.008345154323002282,0.12102418124705157,98.3446730049187,107.8446730049187,147.84290653869243,202.450441105365,30.172336502459352,30.17233650249174,-1266.2524649287895,-1266.2527740630721,126.64218011467253,45.635924488233115,"[2.60785527e+03 8.96690722e+02 2.46425458e+03 3.16487103e+03
 1.45938372e+02 2.95294456e+02 2.95308666e+02 2.13162821e-02
 2.27373675e-01 4.14956958e+00 4.14956958e+00 1.10418341e+01
 6.39346354e+01 9.52481827e+03 6.48725518e+02 2.01873291e+04
 6.61653132e+03 8.57652793e+03 3.25246674e+03]",1.6700876646900062,1.5633148116181443,0.10677285307186198
4,4,"(x1 - 1*2.9924822916227374)*(x2 - 1*2.9951534497019523) + protected_exp(protected_exp(protected_div(-3.528228422361392 - 1*(-0.5912032571753885), protected_div(42.16448111803988, 5.226452497547955))))*sin((x1 - 1*4.001846150778124)*(x2 - 1*4.021503769886672))","(t1 + x1)*(t2 + x2) + protected_exp(protected_exp(protected_div(t3 + t4, protected_div(t5, t6))))*sin((t7 + x1)*(t8 + x2))",30,8,"[-2.9924822916227374, -2.9951534497019523, -3.528228422361392, 0.5912032571753885, 42.16448111803988, 5.226452497547955, -4.001846150778124, -4.021503769886672]","[-3.0054595663881964, -2.973715978060669, -3.4851510689693166, 0.634280610567464, 42.16542799356892, 5.2165841185250255, -4.004743565475935, -4.026433157177276]",0.10955798071407971,0.004043902666990792,0.10677285307186228,0.008345158079281774,0.1210241854654284,78.34467300491896,80.34467300491896,101.7912046788118,119.25607042343414,30.17233650245948,31.384399340062487,-1266.252301458839,-1453.4391205206025,62.383246250395075,26.700487670579594,"[2.46431142e+03 3.16489235e+03 1.31308298e+01 1.31308298e+01
 8.52651283e-02 3.92930133e+00 6.61663080e+03 8.57657767e+03
 3.25248095e+03]",1.5288600561558767,1.4220872030840146,0.10677285307186203
5,5,"(x1 - 1*3.0054595232235553)*(x2 - 1*2.973715929116589) + protected_div(protected_exp(0.3725202040637981), protected_exp(-0.3302667727155682))*sin((x1 - 1*4.004743491983077)*(x2 - 1*4.026433130064544))","(t1 + x1)*(t2 + x2) + protected_div(protected_exp(t3), protected_exp(t4))*sin((t5 + x1)*(t6 + x2))",24,6,"[-3.0054595232235553, -2.973715929116589, 0.3725202040637981, -0.3302667727155682, -4.004743491983077, -4.026433130064544]","[-3.005459558151641, -2.9737159809932896, 0.051003395236781254, -0.6517836132689259, -4.004743552819836, -4.026433155345753]",0.10677285307191883,0.00834513648759662,0.10677285307186218,0.008345153976483196,0.12102418106620658,74.34467300491889,75.56206430926672,92.58086430683554,103.79710099378707,30.172336502459444,30.172336502484093,-1266.2524800089927,-1266.2532411098186,49.906597000316054,23.718167491011563,"[2464.26878903 3164.87103191 1736.47407564 1736.47407564 6616.54553369
 8576.52793229 3252.46674038]",1.611586374255448,1.5048135211835858,0.10677285307186211
6,6,"(x1 - 1*3.005458718126731)*(x2 - 1*2.9737153889784955) + protected_sqrt(protected_div(protected_div(protected_pow(-36.181163375098905, 0.34772091841778907), protected_sqrt(4.183606340425843)), protected_div(protected_exp(-1.633021412442144), sin(0.6176611216951488))) - cos(sin(protected_pow(-41.54446185479661, -0.3752264144293941))))*sin((x1 - 1*4.004744045879625)*(x2 - 1*4.026433207166848))","(t2 + x1)*(t3 + x2) + protected_sqrt(t1*cos(sin(protected_pow(t9, t10))) + protected_div(protected_div(protected_pow(t4, t5), protected_sqrt(t6)), protected_div(protected_exp(t7), sin(t8))))*sin((t11 + x1)*(t12 + x2))",39,12,"[-1.0, -3.005458718126731, -2.9737153889784955, -36.181163375098905, 0.34772091841778907, 4.183606340425843, -1.633021412442144, 0.6176611216951488, -41.54446185479661, -0.3752264144293941, -4.004744045879625, -4.026433207166848]","[-4.5293848544678275, -3.0054595535704425, -2.973715965942914, -36.89353287357918, 0.4953273795361769, 1.8443810538219731, -0.7645515217551029, 0.03509063394278061, -41.2631625050663, -0.39170740230970746, -4.004743561485186, -4.0264331527593225]",0.10677285307725944,0.008345300093917415,0.1067728530718615,0.008345156557293334,0.12102418327454662,86.34467300491828,90.57723114445317,120.21188542276347,147.2211998310902,30.17233650245914,30.17233650480828,-1266.2523676944254,-1266.2461211079049,93.51791563913646,23.530947689494567,"[ 2.47268872e+01  2.46430432e+03  3.16486393e+03  7.10542736e-03
  3.73390208e+01  2.06057393e-01  2.84217094e+00  2.32670772e+03
 -2.13162821e-02  1.99023020e+01  6.61658106e+03  8.57654214e+03
  3.25248095e+03]",1.6157662369498684,1.5089933838780063,0.10677285307186203
7,7,(x1 - 1*3.0054581866486125)*(x2 - 1*2.973726681346126) + protected_sqrt(protected_exp(1.4055633294099885))*sin((x1 - 1*4.004741547209201)*(x2 - 1*4.026428617348202)),(t1 + x1)*(t2 + x2) + protected_sqrt(protected_exp(t3))*sin((t4 + x1)*(t5 + x2)),22,5,"[-3.0054581866486125, -2.973726681346126, 1.4055633294099885, -4.004741547209201, -4.026428617348202]","[-3.005459569200157, -2.973715974734314, 1.4055740291806096, -4.004743562924261, -4.0264331555190145]",0.1067728538542077,0.008340977242906803,0.10677285307186192,0.008345157525521096,0.12102418486856627,72.34467300491866,73.24789881137028,87.97569412084721,99.71351775372742,30.17233650245933,30.17233684292927,-1266.2523255580124,-1266.4342477482437,45.747713916956386,23.793467334311696,"[2464.25457817 3164.88524277  434.08476813 6616.53132283 8576.51372144
 3252.46674038]",1.6808801223199852,1.5741072692481228,0.1067728530718623
8,8,(x1 - 1*3.0054595403523425)*(x2 - 1*2.9737160037357615) + protected_exp(cos(2.8957443352288323 - 1*2.1042555230933493))*sin((x1 - 1*4.004743582553143)*(x2 - 1*4.026433116586128)),(t1 + x1)*(t2 + x2) + protected_exp(cos(t3 + t4))*sin((t5 + x1)*(t6 + x2)),25,6,"[-3.0054595403523425, -2.9737160037357615, 2.8957443352288323, -2.1042555230933493, -4.004743582553143, -4.026433116586128]","[-3.0054595691444823, -2.9737159706017398, 2.895744291355479, -2.1042555669667027, -4.004743559185811, -4.026433158390675]",0.10677285307188987,0.008345136592640265,0.10677285307186195,0.008345158710772705,0.12102418585716523,74.34467300491868,75.5620643092665,92.58086430683531,110.61123204954355,30.172336502459338,30.172336502471488,-1266.252273976914,-1266.2532365384125,51.986038541995896,28.452857005088322,"[2464.27589445 3164.89945362  878.79215016  878.79215016 6616.53842826
 8576.54924857 3252.46674038]",1.724007596875762,1.6172347438039,0.10677285307186195
9,9,(x1 - 1*3.0054597979719957)*(x2 - 1*2.973715654444029) + protected_exp(protected_sqrt(-0.4939097860260452))*sin((x1 - 1*4.00474339004723)*(x2 - 1*4.0264329419554)),(t1 + x1)*(t2 + x2) + protected_exp(protected_sqrt(t3))*sin((t4 + x1)*(t5 + x2)),22,5,"[-3.0054597979719957, -2.973715654444029, -0.4939097860260452, -4.00474339004723, -4.0264329419554]","[-3.0054595610150106, -2.9737159751770417, 0.49390957835753535, -4.004743565435524, -4.02643315943412]",0.10677285307311758,0.008345092932345245,0.10677285307186234,0.008345159059794957,0.12102418622814348,72.34467300491902,73.24789881137063,87.97569412084756,99.02044157672489,30.17233650245951,30.172336503005774,-1266.2522587877752,-1266.2551365957122,45.747713916956386,23.100391157308984,"[2464.30431616 3164.9207699   878.96268042 6616.58106083 8576.54214315
 3252.46674038]",1.5925381478100453,1.4857652947381832,0.1067728530718621
