,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,"(protected_pow(sin(protected_pow(protected_exp(cos(protected_div(sin(sin(-1.8149022367147192)), protected_exp(protected_sqrt(-1.4175218771659996))) + cos(protected_pow(cos(1.825482006430639), sin(x1))))), cos(-(sin(protected_exp(protected_sqrt(2.372684406727543))) - cos(protected_sqrt(-1.2295391747859548)) + sin(-1.9316867470641663*0.7690645930678676)) + protected_div(x1*0.7813950343612598 + (x1 - 1*0.4458973330043341)*protected_div(x1, 15.164691892504012) + protected_sqrt(-35.68210137088725), protected_exp(protected_div(0.6619899886098606*x1, protected_div(x1, -0.5710820007006211))))))), 3.633146791780878)*cos(x1) - 1*0.9934263160112389)*protected_exp(x1*(-0.9795821028217769))*protected_pow(x1, 2.9926572198626697)*sin(x1)*cos(x1)","(t19 + protected_pow(sin(protected_pow(protected_exp(cos(protected_div(sin(sin(t5)), protected_exp(protected_sqrt(t6))) + cos(protected_pow(cos(t7), sin(x1))))), cos(t2*(t1*cos(protected_sqrt(t16)) + sin(t14*t15) + sin(protected_exp(protected_sqrt(t17)))) + protected_div(t8*x1 + (t11 + x1)*protected_div(x1, t10) + protected_sqrt(t9), protected_exp(protected_div(t12*x1, protected_div(x1, t13))))))), t18)*cos(x1))*protected_exp(t3*x1)*protected_pow(x1, t4)*sin(x1)*cos(x1)",73,19,"[-1.0, -1.0, -0.9795821028217769, 2.9926572198626697, -1.8149022367147192, -1.4175218771659996, 1.825482006430639, 0.7813950343612598, -35.68210137088725, 15.164691892504012, -0.4458973330043341, 0.6619899886098606, -0.5710820007006211, -1.9316867470641663, 0.7690645930678676, -1.2295391747859548, 2.3726844067275428, 3.633146791780878, -0.9934263160112389]","[-1.1321117375754586, -0.6461078431773635, -1.0034401198461074, 3.1051257254481373, -1.6273681454552835, -0.9853454699480908, 1.8208194408358092, 0.6343874935557577, -35.64598024029729, 14.901022637599944, -0.45461068271453714, 0.6801471419162691, -0.7122051821726169, -1.9097020383686087, 0.7130035225956016, -1.1090828956077678, 2.366214490266681, 3.911979833941686, -0.9465612535034689]",0.0008565100958199481,0.00020251322479628633,0.0008534748837940825,0.0002394845765880909,0.0012379639452546726,-381.3002215647358,-370.66731017233076,-329.19681784497396,14.047398753602145,-210.6501107823679,-210.50162773841043,-24068.6612020968,-24249.525629572963,168.08871178856535,56.6087977474047,"[9.61790647e+01 6.06087269e+03 1.35598384e+05 1.58245257e+04
 5.68434189e-02 1.26760824e+01 8.53844995e+03 2.98180680e+04
 1.73940862e+01 1.44382284e+01 1.34264155e+02 9.85828592e+04
 8.99076440e+04 8.64019967e+00 6.17887963e+01 8.57198756e+01
 2.72848411e+00 2.28510544e+01 9.24228516e+03 3.20727536e+07]",0.00410560158108368,0.003252126697682089,0.0008534748834015908
1,1,"(protected_pow(sin(protected_pow(protected_div(protected_sqrt((-4.461971210873552 - 1*(-35.18376905244015))*(x1 - 1*3.1645313171562948)), protected_pow(protected_div(-x1 + x1, protected_sqrt(-14.85308239447371)), protected_pow(-0.9974476609733876, 46.51748159963874) - cos(-0.36376519433218746))), protected_sqrt(cos(protected_sqrt(9.831751400521318))) + sin(protected_exp(sin(13.041998805340931))))), 2.356159801845259)*cos(x1) - 1*0.9625668596678787)*protected_exp(x1*(-1.0561965011498686))*protected_pow(x1, 3.2144331974241145)*sin(x1)*cos(x1)","(t15 + protected_pow(sin(protected_pow(protected_div(protected_sqrt((t5 + x1)*(t6 + t7)), protected_pow(protected_div(t1*x1 + x1, protected_sqrt(t8)), t2*cos(t11) + protected_pow(t9, t10))), protected_sqrt(cos(protected_sqrt(t12))) + sin(protected_exp(sin(t13))))), t14)*cos(x1))*protected_exp(t3*x1)*protected_pow(x1, t4)*sin(x1)*cos(x1)",54,15,"[-1.0, -1.0, -1.0561965011498686, 3.2144331974241145, -3.1645313171562948, -4.461971210873552, 35.18376905244015, -14.85308239447371, -0.9974476609733876, 46.51748159963874, -0.36376519433218746, 9.831751400521318, 13.041998805340931, 2.356159801845259, -0.9625668596678787]","[-0.999999542220101, -1.6131712819364132, -1.0069722513573314, 3.0353714435203094, -3.172152776351756, -17.67178047629406, 21.25000705271705, -14.192775882519387, -0.9720822590822431, 63.228178207332796, 1.4387467389947997, 9.985268307809172, 12.956026467396843, 2.1136702867324746, -1.016814111934447]",0.0008635452448745728,2.3866470871538987e-05,0.0008590024375580232,5.18801215444447e-05,0.001063167391627457,-388.7594039865803,-382.2051871191104,-347.0766810107708,-5.889928920077793,-210.37970199329015,-210.15746715344198,-24986.425111421,-25123.468325826685,124.33959502167848,80.15017805153389,"[2.24091761e+13 5.44316094e+04 1.35874359e+05 1.58065632e+04
 2.42260967e+03 3.01838554e+02 3.01838554e+02 0.00000000e+00
 3.69651603e+08 7.00310920e+01 8.02901496e+06 1.13686838e-01
 3.91082722e+01 7.83870746e+01 7.55710516e+03 3.25904639e+07]",0.00416928824142886,0.0033057429965542874,0.0008635452448745727
2,2,"(protected_pow(sin(x1), 2.763805165302627)*cos(x1) - cos(-protected_pow(sin(protected_exp(-protected_exp(0.6787437905108642) + protected_sqrt(x1))), protected_pow(sin(protected_sqrt(sin(-2.2599359865884128))), cos(protected_div(18.998495488265725, -1.9854577510815998)*protected_exp(-2.2323023827667945)))) + protected_sqrt(sin(sin(-protected_pow(-32.90785622414468, -49.50839170780674) + sin(0.25267206657206154))))))*protected_exp(x1*(-1.051482939043122))*protected_pow(x1, 3.22660136391006)*sin(x1)*cos(x1)","(t4*cos(t3*protected_pow(sin(protected_exp(t2*protected_exp(t11) + protected_sqrt(x1))), protected_pow(sin(protected_sqrt(sin(t12))), cos(protected_div(t14, t15)*protected_exp(t13)))) + protected_sqrt(sin(sin(t1*protected_pow(t9, t10) + sin(t8))))) + protected_pow(sin(x1), t7)*cos(x1))*protected_exp(t5*x1)*protected_pow(x1, t6)*sin(x1)*cos(x1)",52,15,"[-1.0, -1.0, -1.0, -1.0, -1.051482939043122, 3.22660136391006, 2.763805165302627, 0.25267206657206154, -32.90785622414468, -49.50839170780674, 0.6787437905108642, -2.2599359865884128, -2.2323023827667945, 18.998495488265725, -1.9854577510815998]","[0.2795186697601588, -0.8999806546497374, -0.9109699447819815, -1.017656723364603, -1.03592563656914, 3.176343792538945, 2.388878975728533, -2.9223504411604035, -33.105793953129364, -47.440485369643184, 0.0886667476747469, -3.426985210480001e-07, 0.753070193475093, 20.54849652052082, -4.21926607356124]",0.0008473425656200702,4.0117392736205396e-05,0.0008303987765422066,9.404481130933831e-05,0.0011118261731483084,-391.557995070012,-385.0037782025421,-349.8752720942025,-48.65793816647576,-211.778997535006,-210.95010474036275,-24780.154793879403,-25043.968563536026,119.73442483569039,43.38663453283985,"[0.00000000e+00 1.03899538e+04 5.79802872e+01 7.19899163e+03
 1.35812115e+05 1.58383955e+04 6.80984158e+01 1.54955160e+03
 0.00000000e+00 0.00000000e+00 8.41487235e+03 1.10192291e+12
 3.93016535e+04 9.31095201e+01 2.20762786e+03 2.99114467e+07]",0.0031233109888509558,0.0023289977821941126,0.000794313206656843
3,3,"(protected_pow(sin(x1), protected_exp(protected_exp(protected_div(cos(-28.385300292793605), 1.2043315943042168*x1))))*cos(x1) - 1*0.9630584015718024)*protected_exp(x1*(-1.015551451658485))*protected_pow(x1, 3.077725703690835)*sin(x1)*cos(x1)","(t5 + protected_pow(sin(x1), protected_exp(protected_exp(protected_div(cos(t3), t4*x1))))*cos(x1))*protected_exp(t1*x1)*protected_pow(x1, t2)*sin(x1)*cos(x1)",26,5,"[-1.015551451658485, 3.077725703690835, -28.385300292793605, 1.2043315943042168, -0.9630584015718024]","[-1.0155389956094012, 3.0776890086408306, 45.77084437846247, 0.2617534825195986, -0.9630562630476298]",0.0008704092327431332,2.9569375528456954e-05,0.0008704092318023053,2.9567814342982936e-05,0.0010449235458647717,-407.64335969263715,-406.74013388618556,-392.0123385767086,-129.8906144904629,-209.82167984631857,-209.82167980029314,-25095.57726496923,-25095.569627625628,57.12783901074171,22.80322634511397,"[1.36289543e+05 1.58887019e+04 2.89389845e+02 2.06739514e+02
 7.88367061e+03 3.36588236e+07]",0.0017329656441594584,0.0008625564123522084,0.00087040923180725
4,4,"(protected_pow(sin(protected_div(protected_sqrt(-0.9851525019429891), protected_pow(x1, -0.9992699060381283))), 2.3702299056559535)*cos(x1) - 1*0.9550002051472243)*protected_exp(x1*(-1.0553193403085808))*protected_pow(x1, 3.2173050974719484)*sin(x1)*cos(x1)","(t6 + protected_pow(sin(protected_div(protected_sqrt(t3), protected_pow(x1, t4))), t5)*cos(x1))*protected_exp(t1*x1)*protected_pow(x1, t2)*sin(x1)*cos(x1)",25,6,"[-1.0553193403085808, 3.2173050974719484, -0.9851525019429891, -0.9992699060381283, 2.3702299056559535, -0.9550002051472243]","[-1.0553176592204336, 3.2172972961356456, -0.985160155242984, -0.9992673940876363, 2.3702175216769934, -0.9550039477559624]",0.0008638204573400099,2.5710481472755263e-05,0.0008638204571091697,2.5709108751299176e-05,0.001040912831290601,-406.2880074563186,-405.0706161519708,-388.051816154402,-124.8820400852797,-210.1440037281593,-210.14400371686656,-25114.45411268551,-25114.447397310814,57.564627324851145,27.69733631802847,"[1.36091899e+05 1.58760827e+04 1.12936505e+04 9.23932930e+04
 6.73026079e+01 8.32966407e+03 3.30417193e+07]",0.003270362464415442,0.0024065420073061455,0.0008638204571092964
5,5,"(protected_pow(sin(x1), protected_pow(protected_pow(protected_sqrt(protected_exp(protected_div(sin(x1), -5.287936396831228*x1) + sin(sin(2.8987340132332657))) + cos(protected_exp(protected_exp(-4.838672352701179)) + sin(cos(-3.4629442880178987)))), protected_pow(protected_exp(protected_exp(sin(protected_exp(-17.6593240403189)))), protected_exp(sin(cos(-33.808230514078566*x1)))) + protected_sqrt(protected_exp(protected_div(sin(protected_sqrt(x1)), protected_exp(protected_sqrt(-34.28377301602987)))))), cos((protected_exp(protected_exp((-x1 - 3.0296989629985083)*cos(-29.744256338418616))) + protected_exp(protected_exp(-30.30076124288154 - 1*28.569959821348522 - 1*(-0.6175735229521812) + 1.8719488212703221)))*protected_div((-protected_sqrt(-4.276748461217188) + sin(-2.263461332607443))*sin(sin(30.720554993236643)), protected_exp((-43.21982769828438 + 4.979333618383878)*protected_pow(x1, x1)))*protected_pow(cos(3.081987064614129*0.3618865161196194*protected_div(1.2610917361516596, -1.2450552669647674)), sin(protected_pow(protected_div(x1, x1), 1.7544607636775633*x1))))))*cos(x1) - 1*1.148658197132022)*protected_exp(x1*(-0.9903831597785008))*protected_pow(x1, 2.9092255571364536)*sin(x1)*cos(x1)","(t28 + protected_pow(sin(x1), protected_pow(protected_pow(protected_sqrt(protected_exp(protected_div(sin(x1), t7*x1) + sin(sin(t8))) + cos(protected_exp(protected_exp(t6)) + sin(cos(t5)))), protected_pow(protected_exp(protected_exp(sin(protected_exp(t10)))), protected_exp(sin(cos(t11*x1)))) + protected_sqrt(protected_exp(protected_div(sin(protected_sqrt(x1)), protected_exp(protected_sqrt(t9)))))), cos((protected_exp(protected_exp((t2*x1 + t22)*cos(t23))) + protected_exp(protected_exp(t24 + t25 + t26 + t27)))*protected_div((t1*protected_sqrt(t13) + sin(t12))*sin(sin(t14)), protected_exp((t15 + t16)*protected_pow(x1, x1)))*protected_pow(cos(t17*t18*protected_div(t19, t20)), sin(protected_pow(protected_div(x1, x1), t21*x1))))))*cos(x1))*protected_exp(t3*x1)*protected_pow(x1, t4)*sin(x1)*cos(x1)",117,28,"[-1.0, -1.0, -0.9903831597785008, 2.9092255571364536, -3.4629442880178987, -4.838672352701179, -5.287936396831228, 2.8987340132332657, -34.28377301602987, -17.6593240403189, -33.808230514078566, -2.263461332607443, -4.276748461217188, 30.720554993236643, 4.979333618383878, -43.21982769828438, 3.081987064614129, 0.3618865161196194, 1.2610917361516596, -1.2450552669647674, 1.7544607636775633, -3.0296989629985083, -29.744256338418616, -30.30076124288154, 0.6175735229521812, 1.8719488212703221, -28.569959821348522, -1.148658197132022]","[-0.7624088327758893, -1.4978952707866937, -0.988487485476253, 2.9013271714153515, -2.922112475343604, -10.517904981547575, -770.9797531324056, 0.2222166057779141, -33.42958439237798, -17.764309558212837, -33.8073226048526, -2.2329572262846336, -3.6241447536071716, 31.034108961377694, 4.979333618383878, -43.21982769828438, 0.6305804918480645, 0.045315766571919776, 2.743486721602695, -0.6494957489254356, 1.7544607636775633, -4.778029522550759, -29.77835076290928, -30.30076124288154, 0.6175735229521812, 1.8719488212703221, -28.569959821348522, -1.1510005392827016]",0.0008454278839602956,0.0013251450238579204,0.0008410164807925329,0.0013187548414573343,0.0023073615335856995,-364.5191555863163,-339.66201272917345,-288.9692201926616,118.65186299945034,-211.25957779315814,-211.04377126468796,-18788.854295201552,-18757.593423598624,269.40245588030336,60.50898491230513,"[9.24461574e+03 1.33496201e+04 1.35446271e+05 1.57766635e+04
 5.68434189e-02 0.00000000e+00 0.00000000e+00 8.17408363e+01
 0.00000000e+00 0.00000000e+00 6.04529760e+02 9.64291758e+02
 1.02318154e+02 7.21508968e+04 0.00000000e+00 0.00000000e+00
 4.88853402e+00 9.47750323e+02 2.27373675e-01 4.66116035e+00
 0.00000000e+00 2.88139290e+02 1.41039635e+07 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.21133722e+03
 3.09059002e+07]",0.0034958236325297785,0.0026548071517372455,0.0008410164807925329
6,6,"(protected_pow(sin(x1), (protected_div(0.23160384992915928, 4.907499959285217)*protected_exp(12.159866413216115) - protected_pow(protected_pow(-1.3867463890344882, -1.0467990244915721), protected_div(0.5994492249321451, -0.5922771753228349)))*protected_div(protected_pow(-0.6404315919863093 - 1*(-0.6406444628989919), cos(-0.48218636859342867)), protected_pow(-30.269381925437102 - 1.3625295789316558, cos(7.5893608212090555))))*cos(x1) - 1*0.9836947254855416)*protected_exp(x1*(-0.9861925450021642))*protected_pow(x1, 2.974628208965333)*sin(x1)*cos(x1)","(t17 + protected_pow(sin(x1), (t1*protected_pow(protected_pow(t13, t14), protected_div(t15, t16)) + protected_div(t10, t11)*protected_exp(t12))*protected_div(protected_pow(t4 + t5, cos(t6)), protected_pow(t7 + t8, cos(t9))))*cos(x1))*protected_exp(t2*x1)*protected_pow(x1, t3)*sin(x1)*cos(x1)",51,17,"[-1.0, -0.9861925450021642, 2.974628208965333, -0.6404315919863093, 0.6406444628989919, -0.48218636859342867, -1.3625295789316558, -30.269381925437102, 7.5893608212090555, 0.23160384992915928, 4.907499959285217, 12.159866413216115, -1.3867463890344882, -1.0467990244915721, 0.5994492249321451, -0.5922771753228349, -0.9836947254855416]","[-1.0000086613834887, -1.0191606411239593, 3.0747444316511787, -0.640422603633238, 0.6406534512544355, -0.4679783658388809, -1.3631735358970347, -30.270025882402475, 7.632135066344973, 0.20879858283884672, 4.906062204336805, 12.166579361167416, -1.3867588384743676, -1.0468041244400297, 0.5994451801443201, -0.5922674756146723, -0.9840273557250842]",0.0008843632133823747,5.758374317254061e-06,0.0008778168689961731,8.921386188002563e-06,0.00102471512816373,-382.91859416739226,-374.4741497229478,-336.0255308196066,-42.79893631345676,-209.45929708369613,-209.139048899064,-25196.579912335397,-25212.05341555824,112.0584534441472,54.60190732609217,"[0.00000000e+00 1.36097810e+05 1.58975126e+04 5.32906315e+09
 5.32906315e+09 5.08646281e+03 0.00000000e+00 0.00000000e+00
 4.04776301e+03 8.18062063e+03 1.47792889e+01 3.56635610e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.61986030e+03 3.43526225e+07]",0.0018312444211710062,0.0009534281264329141,0.0008778162947380921
7,7,"(protected_pow(sin(x1), protected_exp(protected_div(x1*(-0.2575770392692365) + protected_div(x1, 5.1035863438469775), -protected_sqrt(18.49716296088637) + cos(-2.2939520544513794))) - protected_pow(protected_sqrt(2.3246364641878885), protected_pow(-27.870015410398718, -0.6912073764176798))*protected_pow(protected_sqrt(x1), protected_pow(x1, -44.419511789254976))*sin(-protected_sqrt(-7.9109112667843595) + protected_sqrt(1.461698125680662)))*cos(x1) - 1*0.9945683221573512)*protected_exp(x1*(-0.9986048913637314))*protected_pow(x1, 3.003090293904936)*sin(x1)*cos(x1)","(t16 + protected_pow(sin(x1), t3*(protected_pow(protected_sqrt(t10), protected_pow(t11, t12))*protected_pow(protected_sqrt(x1), protected_pow(x1, t13))*sin(t2*protected_sqrt(t15) + protected_sqrt(t14))) + protected_exp(protected_div(t7*x1 + protected_div(x1, t6), t1*protected_sqrt(t9) + cos(t8))))*cos(x1))*protected_exp(t4*x1)*protected_pow(x1, t5)*sin(x1)*cos(x1)",53,16,"[-1.0, -1.0, -1.0, -0.9986048913637314, 3.003090293904936, 5.1035863438469775, -0.2575770392692365, -2.2939520544513794, 18.49716296088637, 2.3246364641878885, -27.870015410398718, -0.6912073764176798, -44.419511789254976, 1.461698125680662, -7.9109112667843595, -0.9945683221573512]","[0.01720819108956572, -0.891275456725099, -3.975064971469804, -0.9974214458448917, 2.991576468700828, 5.526585105017484, -0.1771386234673425, -1.6462862383051646, 17.817142769622443, 2.670048313046757, -27.611340199799663, -1.2880719890115166, -34.271550653844145, 3.910676545394065, -8.050533648227534, -1.0090816285713569]",0.0008611645036396187,1.3735187659445026e-05,0.0008573517450575259,3.313233884182262e-05,0.0010446685637655034,-386.92090825384264,-379.4574936196963,-342.63301509204507,-45.360106509005774,-210.46045412692132,-210.27393338460757,-25078.139555730522,-25173.030720733772,122.03700992868443,43.06333768923112,"[ 1.13495275e+06  7.12429937e+03  2.11457518e+01  1.36381914e+05
  1.58909188e+04  3.60387276e+01  3.36883659e+04  6.33376658e+04
  1.70530257e-01 -5.68434189e-02 -5.68434189e-02  1.13686838e-01
  0.00000000e+00  5.65023583e+01  2.17141860e+01  7.27078486e+03
  3.24358601e+07]",0.0022279595274035196,0.001370701348231831,0.0008572581791716885
8,8,"(protected_pow(sin(x1), 2.1744332041208136)*cos(x1) - 1*0.9840086188951279)*protected_exp(x1*(x1 - (x1 - 1.7519363799804626) - 1*2.7714607396477686))*protected_pow(x1, 3.075894340187097)*sin(x1)*cos(x1)","(t6 + protected_pow(sin(x1), t5)*cos(x1))*protected_exp(x1*(t1*(t3 + x1) + t2 + x1))*protected_pow(x1, t4)*sin(x1)*cos(x1)",26,6,"[-1.0, -2.7714607396477686, -1.7519363799804626, 3.075894340187097, 2.1744332041208136, -0.9840086188951279]","[-1.002268271118246, -2.8315561974383456, -1.8473845634575001, 2.9996853581774974, 2.201670083385115, -0.9672930844546901]",0.0008778162947934957,9.003374315817083e-06,0.0008769749194370815,1.1043120996077809e-05,0.0010266267267856916,-405.0009707739207,-403.7835794695729,-386.7647794720041,-123.81399193817526,-209.50048538696035,-209.45932517378034,-25186.20035268392,-25196.178825140087,54.06548008367573,31.621013365109356,"[9.06213756e+05 1.35987591e+05 1.36604967e+05 1.58925673e+04
 7.54880602e+01 7.87792942e+03 3.42737655e+07]",0.0022173942670990912,0.0013404193476968013,0.0008769749194022899
9,9,"(protected_pow(sin(x1), protected_sqrt(protected_pow(protected_div(protected_div(protected_exp(-4.461968000042753), -4.576078771609272 + 4.575195199317811), sin(-4.449353561010717) + sin(-4.845600490968859)), sin(sin(sin(1.8780290862201825)))) + sin(cos(cos(sin(-17.5433261717849))))))*cos(x1) - 1*0.9840078424353592)*protected_exp(x1*(-1.019525668879797))*protected_pow(x1, 3.075898001595253)*sin(x1)*cos(x1)","(t10 + protected_pow(sin(x1), protected_sqrt(protected_pow(protected_div(protected_div(protected_exp(t3), t4 + t5), sin(t6) + sin(t7)), sin(sin(sin(t8)))) + sin(cos(cos(sin(t9))))))*cos(x1))*protected_exp(t1*x1)*protected_pow(x1, t2)*sin(x1)*cos(x1)",43,10,"[-1.0195256688797971, 3.075898001595253, -4.461968000042753, 4.575195199317811, -4.576078771609272, -4.449353561010717, -4.8456004909688595, 1.8780290862201825, -17.5433261717849, -0.9840078424353592]","[-1.0195283463349996, 3.0759065722511503, 0.03975796158467929, 9.430841010384485, -1.6782907848779514, -5.991773003334793, -5.283059937275186, 10.338391845586255, -73.27672150194965, -0.9840078600707008]",0.0008778162947824758,9.002228323500087e-06,0.0008778162947338572,9.003682826205604e-06,0.0010247871995600587,-396.9186503533957,-393.9186503533957,-368.2617783075267,-82.2267274658189,-209.45932517669786,-209.45932517431942,-25196.177315902474,-25196.18443135231,99.01115899874398,28.22143871213499,"[1.36091842e+05 1.58974558e+04 2.75122147e+01 5.11590770e-01
 5.11590770e-01 1.97815098e+01 6.25277607e+00 3.09228199e+01
 1.13686838e-01 7.62133823e+03 3.43525687e+07]",0.0017977185159102006,0.0009199022211789927,0.0008778162947312079
