,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,"10.223569382479923*x4 + 5.083090554897415*x5 + 19.866503819080314*(x3 - 1*0.5514309644811654)*(x3 - (protected_pow(x5, 142.49354212008652)*sin(x7) + cos(protected_exp(3.758451879178821)))) - 9.920830415154406*sin(-3.1408587766764673*x1*x2)","t2*sin(t3*x1*x2) + t4*(t5 + x3)*(t1*(protected_pow(x5, t7)*sin(x7) + cos(protected_exp(t6))) + x3) + t8*x4 + t9*x5",36,9,"[-1.0, -9.920830415154406, -3.1408587766764673, 19.866503819080314, -0.5514309644811654, 3.758451879178821, 142.49354212008652, 10.223569382479923, 5.0830905548974155]","[-0.45426427502808636, -9.921147310491946, -3.1407150477728467, 19.858375543208695, -0.5503264975014365, 3.4473149129105445, 86.02858435409522, 10.221874540938382, 5.08089378349511]",0.231772245107679,0.04447715009936496,0.23172559797789785,0.02061729352769273,0.2540913969713342,157.58756860642575,160.0594787187853,183.63927046630667,191.64826949833116,68.79378430321287,68.80364950797656,2414.737925136117,2919.3399699264633,92.33817686861532,30.516308326502937,"[ 1.56994417e+04  1.58877356e+02  1.51584345e+03  5.45696821e+00
  1.40718157e+04  3.44471118e+01 -5.68434189e-02  1.39266376e+02
  1.23066002e+02  8.58960902e+02]",1.6967550314705346,1.4650294334926397,0.23172559797789483
1,1,"10.237590633203359*x4 + x5*protected_exp(protected_exp(protected_sqrt(protected_div(cos(x10*x3), protected_exp(protected_div(1.089729766473825, 0.7876482344046821)))))) + 20.10978598696039*(x3 - 1*0.4311312984638458)*(x3 - 1*0.5659059180292958) + 9.94092138887095*sin(3.1525331323547077*x1*x2)","t1*sin(t2*x1*x2) + t3*(t4 + x3)*(t5 + x3) + t6*x4 + x5*protected_exp(protected_exp(protected_sqrt(protected_div(cos(x10*x3), protected_exp(protected_div(t7, t8))))))",37,8,"[9.94092138887095, 3.1525331323547077, 20.10978598696039, -0.5659059180292958, -0.4311312984638458, 10.237590633203359, 1.089729766473825, 0.7876482344046821]","[9.940921171994994, 3.1525331253314386, 20.10978658973151, -0.43113139297473724, -0.5659058380111089, 10.237590484617774, -0.9220796945424723, -0.6664720449967337]",0.23507955044148454,0.017199210700778535,0.23507955044147466,0.017199217395451036,0.2515912408006892,157.00619513183395,159.00619513183395,180.45272680572677,197.55782601696896,69.50309756591697,69.50309756591906,2342.450474438447,2342.4503328556416,97.64512119576456,30.409607255287426,"[1.58991043e+02 1.53440283e+03 5.14432941e+00 1.65370295e+04
 1.44050318e+04 1.39294798e+02 1.17600507e+03 2.25102781e+03
 8.84369911e+02]",1.236410398308755,1.001330847867281,0.23507955044147388
2,2,"10.450044570113382*x4 + 5.20528829261202*x5 + 19.848419642962202*(x3 - 1*0.3804750881358473)*(x3 - protected_sqrt(protected_exp(protected_div(protected_pow(sin(cos(x10 - (-4.938224189046735 + 4.385052680934909) + 14.779764556348477)), sin(sin(protected_div(protected_exp(x9), cos(x5))))), cos(protected_exp(protected_pow(protected_sqrt(x5), sin(x5))) + protected_pow(protected_sqrt(protected_sqrt(-29.96595916646969)), protected_div(protected_sqrt(x8), -x9 - 0.25919737272139265))))))) + 10.038787826247558*sin(3.139644116550673*x1*x2)","t13*x4 + t14*x5 + t4*sin(t5*x1*x2) + t6*(t12 + x3)*(t3*protected_sqrt(protected_exp(protected_div(protected_pow(sin(cos(t1*(t8 + t9) + t7 + x10)), sin(sin(protected_div(protected_exp(x9), cos(x5))))), cos(protected_exp(protected_pow(protected_sqrt(x5), sin(x5))) + protected_pow(protected_sqrt(protected_sqrt(t10)), protected_div(protected_sqrt(x8), t11 + t2*x9)))))) + x3)",63,14,"[-1.0, -1.0, -1.0, 10.038787826247558, 3.1396441165506728, 19.848419642962202, 14.779764556348477, -4.938224189046735, 4.385052680934909, -29.96595916646969, -0.25919737272139265, -0.3804750881358473, 10.450044570113382, 5.20528829261202]","[0.9648728909685589, -0.6512107013771411, -0.7019886825951173, 9.941956615637043, 3.133550570543395, 19.585382788098645, 12.44331112955661, -3.615101199759511, 6.468481450830542, -30.68507124751662, -0.20443958822728292, -0.5721262846400432, 10.27897476491563, 5.154862639002348]",0.24104998626809074,0.0512622380820379,0.23287302074827487,0.02415296264491574,0.2594321638286626,168.07289581233917,173.7871815266249,207.15044860216057,287.73684711947976,69.03644790616958,70.76575986120372,2489.5123002834935,3062.8349343599066,178.49244067554162,40.207958537768576,"[2.25924168e+02 1.33297817e+01 6.10802431e+03 1.58905777e+02
 1.51268864e+03 5.31485966e+00 2.77395884e+01 2.58637556e+01
 2.58637556e+01 2.84217094e-02 1.15306875e+02 1.38269058e+04
 1.39351641e+02 1.23151267e+02 8.67686367e+02]",1.997673469776685,1.7648004490284077,0.23287302074827732
3,3,10.215809845974595*x4 + 5.119646945523011*x5 + 19.91626526343298*(x3 - 1*0.5593706917430706)*(x3 - cos(protected_sqrt(protected_sqrt(1.5089940078726678)))) + 9.929125009971223*sin(3.14318014117968*x1*x2),t2*sin(t3*x1*x2) + t4*(t5 + x3)*(t1*cos(protected_sqrt(protected_sqrt(t6))) + x3) + t7*x4 + t8*x5,30,8,"[-1.0, 9.929125009971223, 3.14318014117968, 19.91626526343298, -0.5593706917430706, 1.5089940078726678, 10.215809845974595, 5.119646945523011]","[-0.5249763338461472, 9.929125405837764, 3.143180247401509, 19.91626641449507, -0.5593709394540751, -0.09494738934393464, 10.215810229243747, 5.119646893370687]",0.23563174702492262,0.010427541145342983,0.23563174702481185,0.010427553617765324,0.24473887967833927,157.23975858536198,159.23975858536198,180.6862902592548,170.67188073911356,69.61987929268099,69.61987929270443,2199.2394128552114,2199.239149081211,71.93685818395112,29.11514326248144,"[1.15402941e+04 1.58934199e+02 1.52016355e+03 5.34328137e+00
 1.40605039e+04 2.61303512e+03 1.39266376e+02 1.23122845e+02
 8.88576324e+02]",1.2587309255291608,1.0230991785043495,0.23563174702481124
4,4,10.22219207810982*x4 + 5.119825827733027*x5 + 19.85101838203184*(x3 - 1*0.44218047208740985)*(x3 - cos(protected_sqrt(x2*x8 - 2.3118460883806247*x5 + protected_exp(7.609686471056267) + protected_sqrt(-16.13999477290262)))) + 9.93593760503311*sin(3.1428101920322846*x1*x2),t10*x4 + t11*x5 + t3*sin(t4*x1*x2) + t5*(t9 + x3)*(t2*cos(protected_sqrt(t1*(t8*x5) + x2*x8 + protected_exp(t7) + protected_sqrt(t6))) + x3),40,11,"[-1.0, -1.0, 9.93593760503311, 3.1428101920322846, 19.85101838203184, -16.139994772902618, 7.609686471056267, 2.3118460883806247, -0.44218047208740985, 10.22219207810982, 5.119825827733027]","[-20.94748394119898, 0.5961801438478302, -9.947662656403683, -3.141921761761514, 20.031087255581895, 0.9831754185989513, 1.843937287224762, -0.19468694633173325, -0.42069996923617164, 10.258934821753572, 5.16767108758064]",0.23413070804299974,0.011114457987208462,0.2313884420341516,0.016780993594808773,0.2506561852330019,161.44496122895345,165.03116812550516,192.70700346081054,204.28490227809442,68.72248061447672,69.30243088838854,2333.605635646137,2213.766463692891,102.59797429846147,32.964447365156204,"[8.52651283e-02 1.38236658e+04 1.58962621e+02 1.52536472e+03
 5.14432941e+00 1.47792889e+00 2.30386377e+02 4.06060963e+02
 1.71926615e+04 1.39266376e+02 1.23037580e+02 8.56402949e+02]",2.0463634450432595,1.8149750030090943,0.23138844203416523
5,5,x4*(protected_exp(2.2079040088817785) + protected_sqrt(-1*2.5927483912483296 - 1.157367204140777) - cos(x6)) + 5.097999606913334*x5 + 19.96235978735531*(x3 - 1*0.4401629608723564)*(x3 - 1*0.5646104255174216) + 9.965583146226402*sin(3.1500492320978024*x1*x2),t10*x5 + t2*sin(t3*x1*x2) + t4*(t5 + x3)*(t6 + x3) + x4*(t1*cos(x6) + protected_exp(t7) + protected_sqrt(t8 + t9)),39,10,"[-1.0, 9.965583146226402, 3.1500492320978024, 19.96235978735531, -0.4401629608723564, -0.5646104255174216, 2.2079040088817785, -1.157367204140777, -2.5927483912483296, 5.0979996069133335]","[0.23642836684031782, 9.920522474924734, 3.1415446016080804, 19.905356451809908, -0.5580457110710082, -0.44765274688733037, 1.5228464134480089, -13.733570185350247, -15.830770583792901, 5.124764938298306]",0.24564503478752533,0.01439371643173701,0.23525172532226837,0.01154429650498284,0.24567526947913584,161.07902021076856,164.07902021076856,189.73589225663756,201.7095823113297,69.53951010538428,71.73754729498503,2222.8569372398324,2283.1181176533632,100.03302494099994,32.13704726494549,"[9.60369562e+01 1.58934199e+02 1.51570134e+03 5.37170308e+00
 1.40422856e+04 1.59135141e+04 2.92780555e+03 1.16529009e+00
 1.16529009e+00 1.23066002e+02 8.85677309e+02]",1.4503734779516666,1.2151217526293998,0.23525172532226685
6,6,10.215810646108269*x4 + x5*(protected_exp(1.6710080226322739) - cos(-4.911582497052343)) + 19.916266076168693*(x3 - 1*0.44615018214245844)*(x3 - 1*0.559370895558734) + 9.929125514563829*sin(3.143180176827862*x1*x2),t2*sin(t3*x1*x2) + t4*(t5 + x3)*(t6 + x3) + t7*x4 + x5*(t1*cos(t9) + protected_exp(t8)),32,9,"[-1.0, 9.929125514563829, 3.1431801768278618, 19.916266076168693, -0.44615018214245844, -0.559370895558734, 10.215810646108269, 1.6710080226322739, -4.911582497052343]","[-2.152072938482331, 9.929125491432458, 3.1431802555050803, 19.916266840622082, -0.5593710215344261, -0.4461500378863198, 10.215810421240148, 1.944956664362408, -5.768891909486831]",0.23563174702488351,0.01042757673171632,0.2356317470248106,0.010427556315408433,0.24473888344364705,159.23975858536147,161.71166869772102,185.2914604452424,181.56893775201814,69.61987929268074,69.61987929269615,2199.2394699065276,2199.239901682414,76.73264872954786,35.21640972978955,"[9.33368938e+01 1.58934199e+02 1.52022039e+03 5.37170308e+00
 1.40605039e+04 1.59783440e+04 1.39323220e+02 6.01818329e+03
 1.37987399e+02 8.88519480e+02]",1.258762615719076,1.023130868694266,0.23563174702481018
7,7,"10.239463876594053*x4 + 5.171810490307707*x5 + 20.15963162291892*(x3 - 1*0.4082991885898793)*(x3 - cos(protected_pow(sin(protected_sqrt(protected_div(protected_sqrt(protected_sqrt(protected_exp(x1) + protected_pow(x5, x4))), sin(protected_sqrt(-x4 + x4 + protected_div(6.9984424936012095, -2.6268287260778775)))))), sin(protected_sqrt(sin(protected_pow(protected_pow(x4 - 1*(-11.741793544532019), protected_exp(x8))*sin(sin(9.079014347501415)), sin(x10 + x4*x7 + x5)))))))) - 10.022201890670665*sin(-3.158422390759471*x1*x2)","t11*x4 + t12*x5 + t3*sin(t4*x1*x2) + t5*(t6 + x3)*(t2*cos(protected_pow(sin(protected_sqrt(protected_div(protected_sqrt(protected_sqrt(protected_exp(x1) + protected_pow(x5, x4))), sin(protected_sqrt(t1*x4 + x4 + protected_div(t7, t8)))))), sin(protected_sqrt(sin(protected_pow(protected_pow(t9 + x4, protected_exp(x8))*sin(sin(t10)), sin(x10 + x4*x7 + x5))))))) + x3)",65,12,"[-1.0, -1.0, -10.022201890670665, -3.158422390759471, 20.15963162291892, -0.4082991885898793, 6.9984424936012095, -2.6268287260778775, 11.741793544532019, 9.079014347501415, 10.239463876594053, 5.171810490307707]","[-1.0, -1.0, -10.022201890670665, -3.158422390759471, 20.15963162291892, -0.4082991885898793, 6.9984424936012095, -2.6268287260778775, 11.741793544532019, 9.079014347501415, 10.239463876594053, 5.171810490307707]",0.22264147101578732,0.02357822549241715,0.22264147101578724,0.023578225492417147,0.25789488996012255,159.74524120060357,163.97779934013846,193.61245361844877,279.1445472589849,66.87262060030179,66.8726206003018,2477.357426615389,2477.357426615389,184.15886736365405,28.11305929502909,"[ 0.00000000e+00  5.25994892e+03  1.59218416e+02  1.56364877e+03
  5.00222086e+00  1.81958058e+04  0.00000000e+00  5.68434189e-02
 -5.93331038e+04 -1.02213191e+07  1.39351641e+02  1.23179689e+02
  7.90237209e+02]",2.039896131573846,1.8282995787343643,0.21159655283948178
8,8,"10.256673666267247*x4 + x5*protected_exp(protected_exp(protected_sqrt(protected_div(cos(cos(protected_div(-21.076160762578436*x10, protected_div(-54.79674749033681, x5)))), protected_exp(protected_exp(protected_div(-58.9062083594211, x2)) + protected_pow(protected_sqrt(x8), cos(1.4519724944757935))))))) + 19.949833229601218*(x3 - 1*0.5036031606875221)*(x3 - 1*0.5036060615067999) - 9.948513989400716*sin(-3.142410109084908*x1*x2)","t1*sin(t2*x1*x2) + t3*(t4 + x3)*(t5 + x3) + t6*x4 + x5*protected_exp(protected_exp(protected_sqrt(protected_div(cos(cos(protected_div(t7*x10, protected_div(t8, x5)))), protected_exp(protected_exp(protected_div(t10, x2)) + protected_pow(protected_sqrt(x8), cos(t9)))))))",50,10,"[-9.948513989400716, -3.142410109084908, 19.949833229601218, -0.5036060615067999, -0.5036031606875221, 10.256673666267247, -21.076160762578436, -54.79674749033681, 1.4519724944757935, -58.9062083594211]","[-9.94851437462656, -3.1424100663845844, 19.949833421651185, -0.5036045923543818, -0.5036046429450793, 10.256673866823627, -21.53799442697271, -55.99695154761279, 1.451973252889626, -58.57348902983591]",0.2420029183925918,0.01453740196109394,0.24200291839189358,0.01453741624877135,0.24889432935707845,163.93458291499024,166.93458291499024,192.59145496085927,237.64180739449705,70.96729145749512,70.96729145764279,2286.157164484752,2286.1568623206877,138.62943611198907,28.04507982501285,"[ 1.58848934e+02  1.52499524e+03  5.57065505e+00  1.45450372e+04
  1.45450372e+04  1.39266376e+02  5.68434189e-02 -2.84217094e-02
  1.47906576e+02  0.00000000e+00  9.36779543e+02]",1.5526231888969193,1.3106202705050258,0.2420029183918935
9,9,"10.215809773827118*x4 + 5.119647184968011*x5 + 19.916264685519575*(x3 - 1*0.5593707048757616)*(x3 - protected_exp(protected_div(-4.275790048208792, 5.297724754960244))) + 9.929125237278502*sin(3.143180187809754*x1*x2)","t2*sin(t3*x1*x2) + t4*(t5 + x3)*(t1*protected_exp(protected_div(t6, t7)) + x3) + t8*x4 + t9*x5",30,9,"[-1.0, 9.929125237278502, 3.143180187809754, 19.916264685519575, -0.5593707048757616, -4.275790048208792, 5.297724754960244, 10.215809773827118, 5.119647184968011]","[-1.0760903892808658, 9.929125427740864, 3.143180246859595, 19.916266313665908, -0.5593709512502725, -39.715480167639285, 45.10896650165979, 10.215810278680832, 5.119646931172165]",0.23563174702490372,0.010427559330528285,0.23563174702481215,0.010427560971059556,0.2447388864204464,159.23975858536213,161.71166869772168,185.29146044524305,176.43195803033956,69.61987929268106,69.61987929270043,2199.23956836693,2199.239533672026,71.93685818395112,34.87522055370739,"[2.74675926e+03 1.58962621e+02 1.52036250e+03 5.40012479e+00
 1.40605323e+04 1.67688086e+00 1.30739863e+00 1.39323220e+02
 1.23151267e+02 8.88547902e+02]",1.2586976533475531,1.0230659063227439,0.23563174702480935
