,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,"-6.831873090034172*(x1 - 1*(-0.029697498136121447))*protected_pow(x1*protected_pow(x2, -5.822869515839353) - 0.4900383285051392*protected_pow(x2, -5.032283258323371), 3.685835973748707)*sin(protected_sqrt(protected_div(protected_sqrt(protected_exp(-5.294854063645775)) + cos(protected_div(-6.965022559236118, x1)), protected_exp(protected_pow(protected_div(7.385479196509595, x1), x3 - 0.5523591263275065))) + protected_exp(-(-1)*7.478896710256467*x1*protected_div(-5.563043331990243, -4.1699567864253435) + protected_div(x1 + 2.143905864493245, protected_div(x2, x1)))))","t3*(t4 + x1)*protected_pow(t2*(t14*protected_pow(x2, t15)) + x1*protected_pow(x2, t13), t16)*sin(protected_sqrt(protected_div(protected_sqrt(protected_exp(t6)) + cos(protected_div(t5, x1)), protected_exp(protected_pow(protected_div(t7, x1), t8 + x3))) + protected_exp(t1*(t10*x1*protected_div(t11, t12)) + protected_div(t9 + x1, protected_div(x2, x1)))))",53,16,"[-1.0, -1.0, -6.831873090034172, 0.029697498136121447, -6.965022559236118, -5.294854063645775, 7.3854791965095945, -0.5523591263275065, 2.143905864493245, -7.478896710256467, -5.563043331990243, -4.1699567864253435, -5.822869515839353, 0.4900383285051392, -5.032283258323371, 3.685835973748707]","[2.3967975407000686, 0.09060373538448366, 0.26788657383558573, 1.8070693294108267, 6.294142825425712, 7.5156691631394565, -1.038962798827703, -0.874349389958756, 2.8145231686988494, 0.008793866959839046, -4.752343888508003, -0.3059633592750407, 3.836844659511416, -60.38889357766119, -45.47006544199232, -0.8741698224659619]",0.29048241455933166,3.6829817675214627,0.15112103377058203,74.02757657552354,74.01500251477313,4078.805195644326,4086.2686102784724,4123.093088806124,2228.126261406451,2022.402597822163,4064.6074760661136,108460968.06575683,5377837.09939575,131.70005243876403,74.02361114552356,"[7.21820470e+03 6.68710072e+05 6.94249138e+04 1.15096555e+03
 5.55246515e+02 3.42424755e+03 1.82444637e+03 5.15865395e+04
 2.64020855e+05 5.36124354e+08 1.83763404e+03 4.42882993e+05
 2.20097718e+02 1.36424205e+00 1.36424205e+01 7.98627298e+03
 3.76144642e+08]",0.17314759794372553,0.060172230029723134,0.11297536791400241
1,1,"31.884532974184516*(x1 - 1*(-0.6358678861522964))*(x3 - 1*1.4766993330437659)*protected_pow(x1*protected_pow(x2, 0.8478281271987717) - 10.04964683514568*protected_pow(x2, protected_sqrt((protected_div(sin((x1 - 1*(-44.95386118389463))*(x2 - 1*(-36.813575720112176))), protected_sqrt(protected_pow(3.2799404207031535*(-0.005733979701937879), 2.2665571172809806*x1))) - protected_pow(protected_exp(protected_pow(sin(x3), protected_pow(0.0776172465191921, -2.371091015951142))), sin(protected_div(protected_div(2.079443505052322, x3), protected_pow(x2, 19.472913941086862)))))*protected_div(-protected_div(protected_exp(-41.128701580856685 + 0.5137229700497061), -x2 + protected_pow(x1, -2.31242552346024) + 1.2102541108129914) + protected_exp(cos(protected_pow(49.365175910582046, -36.256648303850625))), cos(protected_div(protected_div(protected_sqrt(x2), -3.185556314277145 - 0.5705984766185915), (x3 + x3)*protected_sqrt(2.4449573599787304)))))), -1.4706679716976574)","t5*(t6 + x1)*(t7 + x3)*protected_pow(t4*(t9*protected_pow(x2, protected_sqrt((t1*protected_pow(protected_exp(protected_pow(sin(x3), protected_pow(t15, t16))), sin(protected_div(protected_div(t17, x3), protected_pow(x2, t18)))) + protected_div(sin((t10 + x1)*(t11 + x2)), protected_sqrt(protected_pow(t12*t13, t14*x1))))*protected_div(t3*protected_div(protected_exp(t21 + t22), t2*x2 + t23 + protected_pow(x1, t24)) + protected_exp(cos(protected_pow(t19, t20))), cos(protected_div(protected_div(protected_sqrt(x2), t25 + t26), (x3 + x3)*protected_sqrt(t27))))))) + x1*protected_pow(x2, t8), t28)",87,28,"[-1.0, -1.0, -1.0, -1.0, 31.884532974184516, 0.6358678861522964, -1.4766993330437659, 0.8478281271987717, 10.04964683514568, 44.95386118389463, 36.813575720112176, 3.2799404207031535, -0.005733979701937879, 2.2665571172809806, 0.0776172465191921, -2.371091015951142, 2.079443505052322, 19.472913941086862, 49.365175910582046, -36.256648303850625, -41.128701580856685, 0.5137229700497061, 1.2102541108129914, -2.31242552346024, -0.5705984766185915, -3.185556314277145, 2.4449573599787304, -1.4706679716976574]","[0.028818350449900373, -0.002383246681087461, 0.4016089637172373, -5.40914071073794, -3.4523282239775677, -0.9761156485373907, -1.0075308465821122, -49.37801051314089, -1.4676588250029587, 11.826933817311604, -1.9135261765331826, -16.769518989666658, -4.6526900313027, 15.904776377475002, -5.640274080850216, -8.611394608721804, 0.5642865305995898, -0.8346050709336128, 5.59266776699156, 1.8823268570302683, -1.701443550087009, 7.449180507044421, -0.9912390258701516, 0.00020680504167212054, -5.178028587396548, 1.6653311147718455, -0.668044001240363, -0.048595543171441706]",0.2576302572656048,0.345997156246342,0.0037414431201105093,0.007001249128004403,0.01027271692621423,-216.6026241766874,-191.74548131954455,-141.05268878303275,149.31570115020673,-137.3013120883437,3583.191207754407,-8953.203989993786,487812.17771300545,216.18687853155603,70.43013470699442,"[9.24881192e+05 1.00326775e+08 4.67218797e+03 7.95807864e-01
 7.80630671e+02 3.11778194e+04 2.62697313e+04 0.00000000e+00
 1.02318154e+01 2.61479727e+01 1.56160240e+04 1.13686838e-01
 4.54747351e-01 6.82121026e-01 5.68434189e-02 0.00000000e+00
 4.29724878e+03 4.33601599e+02 0.00000000e+00 0.00000000e+00
 7.53288987e+02 7.53288987e+02 3.52108583e+07 7.23401637e+07
 1.64732228e+02 1.64732228e+02 1.13857368e+03 1.73223248e+06
 5.12408320e+06]",0.18940956401526537,0.04831890083661371,0.14109066317865168
2,2,"30.449376621625692*(x3 - 1*1.0224681489380856)*(cos(protected_pow(protected_exp(-1.3075288969523113*x1)*sin(-x3 - 0.9838504570999382) + protected_sqrt(sin(protected_sqrt(2.3597385621905453))), protected_div(protected_pow(sin(-1.1826114765894322), protected_sqrt(10.909127470775339)) + sin(protected_div(x3, 2.201684406431015)), protected_pow(x1 - protected_sqrt(x3) - 2.691550335653175, protected_pow(sin(x3), x2 - x3)))) - cos(cos(protected_div(sin(protected_exp(-1.5489710791128892)), protected_exp(protected_sqrt(0.43303134528915876)))))) + cos(protected_sqrt(protected_div((0.008088104721361221 - 1*27.62023531529084)*protected_exp(cos(x1))*sin(-19.03628703341321), sin(protected_pow(4.4220748008338555, -1.821423133431484)) - cos(cos(-19.066131413516278))))) + cos(sin(protected_sqrt(protected_exp(protected_exp(protected_div(x1, -3.215247607011743)))))))*protected_pow(x1*protected_pow(x2, 3.0280582707575583) - 10.188372983995611*protected_pow(x2, 3.110704095916147), -1.455256298526233)","t7*(t24 + x3)*(cos(t4*cos(cos(protected_div(sin(protected_exp(t15)), protected_exp(protected_sqrt(t16))))) + protected_pow(protected_exp(t8*x1)*sin(t1*x3 + t9) + protected_sqrt(sin(protected_sqrt(t10))), protected_div(protected_pow(sin(t11), protected_sqrt(t12)) + sin(protected_div(x3, t13)), protected_pow(t14 + t2*protected_sqrt(x3) + x1, protected_pow(sin(x3), t3*x3 + x2))))) + cos(protected_sqrt(protected_div((t19 + t20)*protected_exp(cos(x1))*sin(t18), t5*cos(cos(t23)) + sin(protected_pow(t21, t22))))) + cos(sin(protected_sqrt(protected_exp(protected_exp(protected_div(x1, t17)))))))*protected_pow(t6*(t26*protected_pow(x2, t27)) + x1*protected_pow(x2, t25), t28)",100,28,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 30.449376621625692, -1.3075288969523113, -0.9838504570999382, 2.3597385621905453, -1.1826114765894322, 10.909127470775339, 2.201684406431015, -2.691550335653175, -1.5489710791128892, 0.43303134528915876, -3.215247607011743, -19.03628703341321, 0.008088104721361221, -27.62023531529084, 4.4220748008338555, -1.8214231334314839, -19.066131413516278, -1.0224681489380856, 3.0280582707575583, 10.188372983995611, 3.110704095916147, -1.455256298526233]","[0.03305343179468059, -1.241289346244763, 47.61514917115883, 0.645163842777101, 3.341060710739896, -1.212146515194032, 3.3203157535827432, -4.695272980178339, -1.6654311558029544, 2.8428950108923177, 1.5955138682166188, 34.30609983504992, 0.9769510961719233, -0.8289887385752236, -1.218339934015619, -0.0008614563425850181, -50.644820485111275, -20.753359081885254, 3.925949474997754, -23.06661898870349, 3.377946785473379, -1.3159124390521868, -15.964829734807905, -0.9959159890250556, 1.7884000614211961, 1.6153004465087655, 1.8039978254597857, -1.052749010590007]",0.23686661306832155,0.33328974038561865,0.0034660442714129452,3.131367688536252,3.1344184775990365,-224.67402629813273,-199.81688344098987,-149.12409090447807,287.31195249507664,-141.33701314906637,3278.9202882943678,4569500.559792102,469190.7012940959,248.49066497880003,180.158300665343,"[2.66027200e+01 4.45575438e+05 7.38964445e-01 3.55465426e+08
 5.30133190e+07 1.80137933e+09 8.46625881e+02 3.34068773e+02
 1.93267624e+01 2.43779141e+06 6.47105480e+02 1.76214598e+00
 1.41255896e+03 2.71108149e+05 1.77806373e+06 5.48898205e+08
 6.25277607e-01 8.65298010e+07 1.97420979e+06 1.97420979e+06
 9.73461169e+05 9.50504591e+06 8.03494247e+07 2.68215672e+04
 6.17503854e+08 1.01439477e+09 6.18042464e+08 3.41077566e+04
 4.43078068e+06]",0.08027278346920048,0.07699904533470829,0.0032737381344921873
3,3,"protected_pow(x1*protected_pow(x2, 12.007942556200469) - (-1)*0.9652631275879354*protected_pow(x2, -5.7984345873101235), -2.490623355063499)*cos(cos(cos(protected_pow(sin(x2), protected_div(0.20157576606911115, -7.755619160874821)))))","protected_pow(t1*(t5*protected_pow(x2, t6)) + x1*protected_pow(x2, t4), t7)*cos(cos(cos(protected_pow(sin(x2), protected_div(t2, t3)))))",23,7,"[-1.0, 0.20157576606911115, -7.755619160874821, 12.007942556200469, -0.9652631275879354, -5.7984345873101235, -2.490623355063499]","[-18311.07070705481, -167913.75918068798, 10547.67474141897, 14.950911668082787, -5132.212362211163, -349.9013177000572, -2.5363279647427492]",0.29749691959408586,0.35218216667760405,0.2558635329359476,2.3038947575319626,2.3089098819033578,7130.603177614962,7132.185595197379,7151.444539102867,3653.293051705842,3557.301588807481,4167.39819412133,3356919.824191211,496875.70621941413,50.53616527873305,45.45529761962803,"[0.00000000e+00 9.09494702e-01 9.09494702e-01 7.63975549e+01
 9.09494702e-01 6.36646291e+00 1.67347025e+02 6.39828512e+08]",0.2902516103038886,0.0460590271722338,0.24419258313165476
4,4,"protected_pow(x1*protected_pow(x2, -6.381359178137629) - (-1)*0.25322570061835736*protected_pow(x2, -4.266138437533671), 2.193514615585667)*cos(protected_div(x3, -1.966002618625322)*protected_pow(-4.376034381141616, x3) - cos(-5.1597776235016894)*cos(4.602130942324139))","protected_pow(t2*(t8*protected_pow(x2, t9)) + x1*protected_pow(x2, t7), t10)*cos(t1*(cos(t5)*cos(t6)) + protected_div(x3, t3)*protected_pow(t4, x3))",29,10,"[-1.0, -1.0, -1.966002618625322, -4.376034381141616, 4.602130942324139, -5.1597776235016894, -6.381359178137629, -0.25322570061835736, -4.266138437533671, 2.193514615585667]","[-5.147009863086155, 0.9573388556002057, -15.730449196447164, -11.164701114427293, 7.28450181579298, -3.3854015858377142, -0.8305808260342236, -1.5539501026088418, -0.8306950300459278, 3.465319958662279]",0.2856922122304992,0.4048296153161879,0.17630631169681965,0.33014152633250715,0.33372328798504614,4804.936479215023,4807.936479215023,4833.593351260892,2506.0941215960356,2391.4682396075114,3994.411741004145,464577.3011823632,574025.3985002282,63.71951274275037,50.906369245773796,"[1.62799552e+03 7.54089342e+04 6.64840627e+02 4.48380888e+03
 1.05277650e+05 2.66845746e+03 4.14729584e+02 2.86199793e+04
 4.34647518e+03 1.70985004e+02 4.39547288e+08]",0.19628467295855698,0.06077586294076067,0.1355088100177963
5,5,"protected_pow(x1*protected_pow(x2, 7.566563083128932) - (-1)*1.0042568021716307*protected_pow(x2, -7.031696870560826), -5.555559274263264)*cos(protected_div(cos(cos(protected_sqrt(protected_exp(protected_sqrt(x2))*cos(cos(x2))))), protected_pow(x2*(-7.700549876789357)*x2*(-1.9479123085271133)*protected_div(x1*(-5.852547910068796), protected_pow(-6.005162993126284, 0.25654806310169187))*cos(protected_div(3.428614993865262, x1) - (7.913850927188603 - 1*0.36170300418861123)), protected_sqrt(cos(sin(protected_div(9.32225267400114, 8.82691715267137)))))*sin((8.006263761406588*x1 + protected_div(x3, -5.86160605197184) + cos(x2) + cos(0.4669467121607012))*protected_sqrt(x1*(-3.5702894120442275) - sin(5.251520922221907)))))","protected_pow(t3*(t20*protected_pow(x2, t21)) + x1*protected_pow(x2, t19), t22)*cos(protected_div(cos(cos(protected_sqrt(protected_exp(protected_sqrt(x2))*cos(cos(x2))))), protected_pow(t10*t9*x2*x2*protected_div(t11*x1, protected_pow(t12, t13))*cos(t2*(t15 + t16) + protected_div(t14, x1)), protected_sqrt(cos(sin(protected_div(t17, t18)))))*sin((t7*x1 + protected_div(x3, t6) + cos(t8) + cos(x2))*protected_sqrt(t1*sin(t5) + t4*x1))))",75,22,"[-1.0, -1.0, -1.0, -3.5702894120442275, 5.251520922221907, -5.86160605197184, 8.006263761406588, 0.4669467121607012, -7.700549876789357, -1.9479123085271133, -5.852547910068796, -6.005162993126284, 0.25654806310169187, 3.428614993865262, 7.913850927188603, -0.36170300418861123, 9.32225267400114, 8.82691715267137, 7.566563083128932, -1.0042568021716307, -7.031696870560826, -5.555559274263264]","[-0.1410028436232865, -1.0473568875395476, -0.2902595872288804, -2.38177745988828, 5.534360054180093, -5.204789576090509, 7.54540120472111, -1.2910496329218424, -9.611450994209815, -2.0273146262413095, -3.6079374879284165, -5.023045652116736, 1.6110792351395555, 2.72433727175404, 8.775837833301775, -1.1667828065932488, -1.6138882942564055, 12.647398888058722, 0.45950217691904427, -1.9410051797196801, 1.4001973265389587, -8.141790187094438]",0.253287606742691,3.1084738362916777,0.19288063719678686,1.8774379278868787,1.8807846735601161,5314.697573114411,5329.2238889038845,5374.616487392137,3002.931192069492,2634.3487865572056,3519.5539071463822,2731989.005529326,4535951.856075872,186.3679987341,182.21440677818626,"[4.31737523e+10 1.67664472e+09 1.77079892e+06 2.05555223e+11
 1.03571187e+09 1.28483361e+08 8.89788061e+10 3.16234410e+10
 2.42413989e+05 5.44877275e+06 1.72037471e+06 2.30511159e+06
 5.83611027e+07 4.27249782e+09 3.17664653e+07 3.17664371e+07
 8.54925020e+02 1.54614099e+01 1.15505827e+02 3.95984898e+04
 3.66253516e+03 1.21872290e+02 4.81272303e+08]",0.2503592288997217,0.0530734094722722,0.1972858194274495
6,6,"-9.200897125831528*(x1 - 1*1.1797382516739487)*(x3 - protected_sqrt(protected_sqrt(x1 - (x3 - 1*(-7.1625991554182376)) - 1*(-6.7719717871280585))))*protected_pow(x1*protected_pow(x2, -3.751643007373845) - (-1)*4.617657057574666*protected_pow(x2, 1.3626552130073513), -0.8512330702521289)","t4*(t5 + x1)*(t2*protected_sqrt(protected_sqrt(t1*(t7 + x3) + t6 + x1)) + x3)*protected_pow(t3*(t9*protected_pow(x2, t10)) + x1*protected_pow(x2, t8), t11)",35,11,"[-1.0, -1.0, -1.0, -9.200897125831528, -1.1797382516739487, 6.7719717871280585, 7.1625991554182376, -3.751643007373845, -4.617657057574666, 1.3626552130073513, -0.8512330702521289]","[55.11707261465231, -0.30828213107123037, -0.04282310593466212, -3.818968904540899, -0.9897434256670827, -228.38448160866497, 5.158197988972092, -37.60224486779673, 4.1298717865362294e-06, -17.285778845634137, 0.05054254946233368]",0.04169957231545987,0.0525905969711254,0.0030366463407918453,0.00045653374440632566,0.003872324036974733,-271.2588405940178,-267.67263369746604,-239.9967983621607,-38.038193848769524,-147.6294202970089,418.9379858650998,-18543.844960581246,57853.53115732189,72.78045395879425,36.810772489445114,"[6.70752343e+00 3.83902488e+05 8.72830697e+02 6.39204245e+02
 3.20937943e+04 2.27373675e-01 5.40012479e+02 3.75166564e+00
 4.29007183e+11 6.25277607e-01 1.51516082e+06 3.34979347e+06]",0.03905162295078109,0.035936563188095724,0.0031150597626853627
7,7,"0.10519078562125994*(x1 - 1*9.558373045084863)*(x3 - 1*0.7285066471126581)*protected_pow(x1*protected_pow(x2, -1.255403681164857) - 0.36878642172415843*protected_pow(x2, protected_sqrt(cos(protected_exp(-(-x3 - 2.236187149460333 - 0.9814515002655668 + 6.408776094004046) + sin(protected_pow(protected_pow(-4.677987610074276, -2.905696000604151), sin(-2.604695059173059))) + cos(protected_div(x2, x3)))))), 4.829527941639624)","t4*(t5 + x1)*(t6 + x3)*protected_pow(t3*(t8*protected_pow(x2, protected_sqrt(cos(protected_exp(t2*(t1*x3 + t12 + t13 + t14) + sin(protected_pow(protected_pow(t9, t10), sin(t11))) + cos(protected_div(x2, x3))))))) + x1*protected_pow(x2, t7), t15)",45,15,"[-1.0, -1.0, -1.0, 0.10519078562125994, -9.558373045084863, -0.7285066471126581, -1.255403681164857, 0.36878642172415843, -4.677987610074276, -2.9056960006041512, -2.604695059173059, -2.236187149460333, 6.408776094004046, -0.9814515002655668, 4.829527941639624]","[-7.828737105943812, 5.834657859993058, -10.972259807648499, -448.98611700470923, -0.9909308285214258, -0.9969675928063347, -0.742448393458687, 1.4132708646346857, 0.4941508236453167, -9.554992961473381, 4.334272192038535, -7.7953418255753455, 5.787592669238489, -6.6379490038963995, -1.8302122144140784]",0.27716285732039103,0.2663509919378061,0.003175894402985516,0.00020992574893394754,0.0036133629627533082,-259.1777519841252,-252.62353511665535,-217.49502900831575,-4.105407665541666,-145.5888759920626,3869.4223780464044,-18905.224884142044,371098.50541460206,111.82079924046002,29.662669086060927,"[0.00000000e+00 0.00000000e+00 2.77907475e+02 5.68434189e-02
 3.14989279e+04 2.71450062e+04 4.49063009e+00 1.67501071e+04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.23575306e+04 3.70034326e+06]",0.05619782518413525,0.033289027595843554,0.022908797588291695
8,8,"-9.26967283181023*(x1 - 1*0.8061279849417267)*(x3 - 1*0.6851453114163382)*protected_pow(x1*protected_pow(x2, -x3 - protected_exp(x1 + x3) - protected_sqrt(-4.699732662307509) + 9.232424168059506) - (-1)*2.5000531217276025*protected_pow(x2, 0.5410688740901268), -1.6000163909979261)","t5*(t6 + x1)*(t7 + x3)*protected_pow(t4*(t10*protected_pow(x2, t11)) + x1*protected_pow(x2, t1*x3 + t2*protected_sqrt(t9) + t3*protected_exp(x1 + x3) + t8), t12)",36,12,"[-1.0, -1.0, -1.0, -1.0, -9.26967283181023, -0.8061279849417267, -0.6851453114163382, 9.232424168059506, -4.699732662307509, -2.5000531217276025, 0.5410688740901268, -1.6000163909979261]","[166.07656017860137, -294.3431390874971, -42.62608516957046, -0.0119819685030793, -2.651839542886791, -0.9773028022337369, -0.9899628790545932, 47.803098558740714, -0.004861937789366316, -0.43394195586557516, 43.548025364387215, -0.04493834373021299]",0.1280630787461478,0.1603091884506449,0.003037189406733318,0.0017480829280639406,0.005113253535309083,-269.242924392433,-265.0103662528981,-235.3757119745878,-28.281519970337783,-147.6214621962165,1684.510794750773,-16651.20581734846,215704.6027755796,79.1000847841039,40.23985744177482,"[4.54747351e-01 0.00000000e+00 5.45696821e+00 9.62618287e+04
 1.32564537e+03 3.18540287e+04 2.57028319e+04 1.70530257e-01
 6.21383720e+05 7.34416972e+01 3.19511514e+05 1.02520551e+06
 3.35116056e+06]",0.060721629097964316,0.05768443963220706,0.003037189465757253
9,9,"-4.143920383644582*(x1 - 1*0.990262312977473)*(x3 - 1*0.9603905610962412)*protected_pow(-0.44404873654434895*protected_pow(x2, -9.82347003693733) + protected_sqrt(protected_pow(-x2 - 5.173647184641819, 6.889348680970501 - 1*3.9723174005935498)), -0.3493106716197144)","t3*(t4 + x1)*(t5 + x3)*protected_pow(t2*(t9*protected_pow(x2, t10)) + protected_sqrt(protected_pow(t1*x2 + t6, t7 + t8)), t11)",32,11,"[-1.0, -1.0, -4.143920383644582, -0.990262312977473, -0.9603905610962412, -5.173647184641819, 6.889348680970501, -3.9723174005935498, 0.44404873654434895, -9.82347003693733, -0.3493106716197144]","[-3.388305454147085, -0.5188771317194881, -4.591085796088952, -0.973135770145445, -0.9978535254062275, 3.777602704012818, 6.443200145599351, -6.000966221344891, -2.2467654637668435, 3.0818002851611084, -0.6864160544836311]",0.040358525854676336,0.048265247752299414,0.0031947811566829763,0.0022291050239934044,0.005640053683259407,-266.62421813828007,-263.0380112417283,-235.36217590642298,-42.07399655714002,-145.31210906914004,399.28626019573846,-15946.314932018207,51515.154467308384,66.54212933375474,36.69598317824527,"[-1.71721695e+04  9.62324975e+03  4.43037607e+02  3.15495754e+04
  2.67698965e+04 -1.37269467e+04  2.39310793e+02  2.39310793e+02
  5.13296072e+02  3.15708348e+02  1.67555640e+04  3.74788976e+06]",0.04231806198651126,0.039103320776459366,0.003214741210051892
