,Index,Expression,Expression_sym,Number_of_nodes,Number_of_parameters,Parameters,Parameters_opt,MSE_train_orig,MSE_test_orig,MSE_train_opt,MSE_test_opt,MSE_test_opt_noisy,AIC,AICc,BIC,MDL,NegLogLikelihood_train_opt,NegLogLikelihood_train_orig,NegLogLikelihood_test_opt,NegLogLikelihood_test_orig,LogFunctional,LogParameters,Fisher,Err_in,optimism,err_app
0,0,"protected_exp(-0.9935758843067778*protected_pow(x1 - protected_pow(protected_div(0.8380322874147201, x1), protected_pow(22.645796340775693, -39.53068864797309)), 1.977724534749104))*protected_pow(protected_pow(x2 - 1*2.493813187732571, 2.0241059148712974) + 1.2047110847040268, -0.9906782894244227)","protected_exp(t2*protected_pow(t1*protected_pow(protected_div(t3, x1), protected_pow(t4, t5)) + x1, t6))*protected_pow(t7 + protected_pow(t8 + x2, t9), t10)",26,10,"[-1.0, -0.9935758843067778, 0.8380322874147201, 22.645796340775693, -39.53068864797309, 1.977724534749104, 1.2047110847040268, -2.493813187732571, 2.0241059148712974, -0.9906782894244227]","[-1.012937920163826, -1.0032374074035397, 9.691094596109739, 6.975170542479049, -7.846519474190321, 2.0394095232307756, 1.198342266833605, -2.4948756729171917, 2.0038385837036237, -1.000249428862314]",0.0004009408349295407,3.1091549678330133e-06,0.00039178105491082535,1.516313921597709e-05,0.0004927953335442547,-476.7267266768844,-473.7267266768844,-448.0698546310154,-167.46571325337854,-249.3633633384422,-248.4111279161662,-28851.59324236863,-28976.904448065572,54.06548008367573,27.832170001387926,"[ 1.67347594e+04  2.73024625e+03 -5.68434189e-02 -5.68434189e-02
 -5.68434189e-02  2.27771579e+02  9.70976544e+03  9.01707153e+03
  3.28384431e+02  6.75760248e+03  1.35991069e+08]",0.0015133329118281027,0.0011215518524713313,0.00039178105935677146
1,1,"protected_exp(-1.0007328343456336*protected_pow(x1 - 1*1.014614164327434, 2.0705059683418607))*protected_pow(protected_pow(x2 - 1*2.4955991216732807, protected_div(cos(protected_exp(-5.097298345123906*3.7828068249924236)), protected_pow(protected_sqrt(cos(x1)), cos(protected_div(-28.182356171145248, -19.796635173561615)))) - protected_pow(protected_exp(protected_div(-7.715164445623669, x2) - protected_div(2.780842634788763, -33.60850940327966)), -(-(x2 + 5.955625259052677) + sin(-4.5926693604058)) + protected_exp(sin(x2))) + sin(protected_pow(cos(0.2856830303264845 + 0.34853643320776756), sin(x2 + 5.935969316739419)))*cos((-1.8699960551235342 + 1.870004322164915)*(x2 + 0.9644631958034708)*cos(x1 + 0.4215449738758934))) + 1.1693243110643259, -1.0250667397431652)","protected_exp(t5*protected_pow(t6 + x1, t7))*protected_pow(t8 + protected_pow(t9 + x2, t4*protected_pow(protected_exp(t1*protected_div(t15, t16) + protected_div(t14, x2)), t3*(t2*(t18 + x2) + sin(t17)) + protected_exp(sin(x2))) + protected_div(cos(protected_exp(t10*t11)), protected_pow(protected_sqrt(cos(x1)), cos(protected_div(t12, t13)))) + sin(protected_pow(cos(t19 + t20), sin(t21 + x2)))*cos((t22 + x2)*(t23 + t24)*cos(t25 + x1))), t26)",77,26,"[-1.0, -1.0, -1.0, -1.0, -1.0007328343456336, -1.014614164327434, 2.0705059683418607, 1.1693243110643259, -2.4955991216732807, -5.097298345123906, 3.7828068249924236, -28.182356171145248, -19.796635173561615, -7.715164445623669, 2.780842634788763, -33.60850940327966, -4.5926693604058, 5.9556252590526775, 0.2856830303264845, 0.34853643320776756, 5.935969316739419, 0.9644631958034708, -1.8699960551235342, 1.870004322164915, 0.4215449738758934, -1.0250667397431652]","[-0.16227143937253327, 0.6821669208092421, -1.2953023483318447, 0.04610972099056755, -1.0212502038400266, -1.010284736531468, 2.001082281314606, 1.186565112972366, -2.5002660727852635, -5.007717663868657, 3.5854684046850975, -9.664328129449572, -6.501945076692371, -1.3956894498439325, -105.96122010596794, -34.33201692986993, -13.081586784454839, 2.1562980625445, -0.3919791485251057, -0.6989354383528975, 9.600619407717465, -1.0716707790390052, -2.066052002043945, 2.853878319098876, -1.1370097358147035, -0.9807636736986582]",0.00039910180883863134,5.3438310538924184e-05,0.00035920218693626495,0.00019795546345951584,0.0006669712301363228,-451.50041600995655,-430.50041600995655,-381.1608209882781,3.2572862521546426,-252.75020800497828,-248.60230999506717,-26951.314789073745,-28453.69095811154,184.63793600547453,71.36955825165839,"[1.17200898e+04 8.32079650e+03 1.41460532e+03 4.63001015e+04
 2.76196488e+03 1.71110059e+04 2.47553089e+02 9.31879640e+03
 9.19629883e+03 0.00000000e+00 0.00000000e+00 3.46744855e+00
 7.61701813e+00 1.08400400e+02 1.13686838e-01 3.41060513e-01
 7.02073066e+02 4.31555236e+02 2.51759502e+02 2.51759502e+02
 1.13686838e+01 5.42286216e+01 2.31466402e+02 2.31466402e+02
 2.37605491e+01 6.87452939e+03 1.06708733e+08]",0.00329046947559401,0.0029315913065569893,0.0003588781690370208
2,2,"protected_exp(-1.0032088724307908*protected_pow(x1 - 1*1.0129282898364491, protected_sqrt(protected_exp(protected_sqrt(protected_div(28.090147757204026, 13.828250267294617))))))*protected_pow(protected_pow(x2 - 1*2.4948862585064475, 2.0037770341889916) + 1.1983484590314528, -1.0002452841276734)","protected_exp(t1*protected_pow(t2 + x1, protected_sqrt(protected_exp(protected_sqrt(protected_div(t3, t4))))))*protected_pow(t5 + protected_pow(t6 + x2, t7), t8)",26,8,"[-1.0032088724307908, -1.0129282898364491, 28.090147757204026, 13.828250267294617, 1.1983484590314528, -2.4948862585064475, 2.0037770341889916, -1.0002452841276734]","[-1.0032379915942222, -1.0129385690737667, 50.02367445677819, 24.623545837568358, 1.1983422645040425, -2.494875692604828, 2.003838629360325, -1.0002493899407874]",0.0003917810785096558,1.513654112529445e-05,0.0003917810593567653,1.5163119815587318e-05,0.000492795327787534,-480.7267257524994,-478.7267257524994,-457.2801940786066,-163.43750057014446,-249.3633628762497,-249.36336088514724,-28851.59344405184,-28851.869751674105,57.12783901074171,28.798023295363542,"[2.73024625e+03 1.67348162e+04 5.68434189e-02 2.27373675e-01
 9.70987912e+03 9.01707153e+03 3.28441274e+02 6.75765932e+03
 1.35991073e+08]",0.0015008266852092455,0.0011090456258524865,0.0003917810593567591
3,3,"protected_exp(-1.0040490063993286*protected_pow(x1 - 1*1.0128244033823748, 2.0382435632432725))*protected_pow(protected_pow(x2 - 1*2.4946726226177933, protected_pow((x1 + 27007.59650990342)*protected_sqrt(x2), cos(-1.8099455194816967*0.8304050514317))) + 1.2008618068324224, -1.0046640795673212)","protected_exp(t1*protected_pow(t2 + x1, t3))*protected_pow(t4 + protected_pow(t5 + x2, protected_pow((t6 + x1)*protected_sqrt(x2), cos(t7*t8))), t9)",30,9,"[-1.0040490063993286, -1.0128244033823748, 2.0382435632432725, 1.2008618068324224, -2.4946726226177933, 27007.596509903422, -1.8099455194816967, 0.8304050514317, -1.0046640795673212]","[-1.0040893305698804, -1.0128278034348797, 2.038305210606836, 1.2008704890160726, -2.4946823154104596, 27239.02421345385, -1.2175307910021915, -1.234502748022244, -1.0046283775474807]",0.0003977596372160212,2.4171152439403422e-05,0.00039775101875686787,2.4162650699814472e-05,0.0005039356163735666,-477.4854717488636,-475.01356163650405,-451.4337698889826,-138.21799829715724,-248.7427358744318,-248.74183991382196,-28758.035825044415,-28757.94744238052,65.91673732008658,44.60800025718795,"[2.73172418e+03 1.67594862e+04 2.27430519e+02 9.83163773e+03
 9.14371867e+03 5.68434189e-02 2.10605094e+05 2.04854132e+05
 6.71872158e+03 1.41356955e+08]",0.0015476735538219578,0.0011499282493458844,0.00039774530447607334
4,4,"protected_exp(-1.0032838780986995*protected_pow(x1 - 1*1.0129436345524976, protected_exp(cos(-0.7774837691921546))))*protected_pow(protected_pow(x2 - 1*2.494890410985851, 2.003856937732993) + 1.1983466768345168, -1.0002371335551308)","protected_exp(t1*protected_pow(t2 + x1, protected_exp(cos(t3))))*protected_pow(t4 + protected_pow(t5 + x2, t6), t7)",23,7,"[-1.0032838780986995, -1.0129436345524976, -0.7774837691921546, 1.1983466768345168, -2.494890410985851, 2.003856937732993, -1.0002371335551308]","[-1.003237991259104, -1.012938573959472, 0.7775132983333076, 1.1983422638384367, -2.4948756804008627, 2.0038386446259797, -1.0002494017125672]",0.0003917810897972829,1.5162506129748377e-05,0.000391781059356774,1.5163127686449457e-05,0.0004927953364157455,-482.7267257524976,-481.14430817008,-461.88536426459285,-174.31039442192858,-249.3633628762488,-249.3633597117044,-28851.59336222767,-28851.59982382726,47.82715545863622,27.225812995684016,"[2.73024625e+03 1.67348162e+04 4.66116035e+02 9.70976544e+03
 9.01707153e+03 3.28327587e+02 6.75754563e+03 1.35991073e+08]",0.0014916674818084555,0.001099886422451672,0.00039178105935678344
5,5,"protected_exp(-1.0030615253899728*protected_pow(x1 - 1*1.0129831396705546, 2.0398314205095764))*protected_pow(protected_pow(x2 - 1*2.49497313025728, protected_pow(protected_exp(protected_sqrt(x2)), protected_pow(2.0411286301428837*x2, 0.0029084622322134023*(-175.32821620002522)))) + 1.197562264005057, -0.9996519135923508)","protected_exp(t1*protected_pow(t2 + x1, t3))*protected_pow(t4 + protected_pow(t5 + x2, protected_pow(protected_exp(protected_sqrt(x2)), protected_pow(t6*x2, t7*t8))), t9)",29,9,"[-1.0030615253899728, -1.0129831396705546, 2.0398314205095764, 1.197562264005057, -2.49497313025728, 2.0411286301428837, 0.0029084622322134023, -175.32821620002522, -0.9996519135923508]","[-1.0030592067902344, -1.0129818052035795, 2.0398148714172453, 1.1975644059404371, -2.4949713495026646, 2.0411045244796497, 0.39785809293066454, -1.2816955141444788, -0.9996489877062054]",0.00039161710442797454,1.5593246567398092e-05,0.0003916171040936832,1.5590481519666715e-05,0.0004927918747465363,-478.7608147827723,-476.28890467041276,-452.70911292289134,-157.92056553439448,-249.38040739138614,-249.38040735663378,-28847.15066319993,-28847.12191822583,60.303804708715234,31.156037148276425,"[2.72973466e+03 1.67307235e+04 2.27771579e+02 9.69288294e+03
 8.99188990e+03 3.96767064e+01 1.49213975e+03 1.43757006e+02
 6.76254786e+03 1.35843708e+08]",0.00160161224687125,0.0012099951427775827,0.0003916171040936673
6,6,"protected_exp(-1.0030407184329586*protected_pow(x1 - 1*1.0128821725427244, 2.03863678916996))*protected_pow(-x2 + x2 - (-protected_pow(-3.9650025530439543, 0.12892930233578562) + cos(-45.55555383586194)) + protected_pow(-0.0044964544998247645, x2) + protected_pow(x2 - 1*2.494962214184362, 1.9853044798150365), -1.0000361114911835)","protected_exp(t4*protected_pow(t5 + x1, t6))*protected_pow(t1*x2 + t3*(t2*protected_pow(t9, t10) + cos(t8)) + x2 + protected_pow(t7, x2) + protected_pow(t11 + x2, t12), t13)",34,13,"[-1.0, -1.0, -1.0, -1.0030407184329586, -1.0128821725427244, 2.03863678916996, -0.0044964544998247645, -45.55555383586194, -3.9650025530439543, 0.12892930233578562, -2.494962214184362, 1.9853044798150365, -1.0000361114911835]","[0.8594148226971248, -4.384049577967558, -6.543816281144682, -0.9995495897802199, -1.0096298292332484, 2.0091889265346503, -0.0049339047609183, -43.79893824280148, -2.740088684235614, -2.6467133541853123, -3.4892748625182013, 1.8916116915323264, -1.097744875496199]",0.0003890397333823034,1.6759380967353713e-05,0.00038020525163414836,2.22461033237387e-05,0.0004986982311292774,-473.13352900157525,-468.192352530987,-436.66114639774196,-118.22505452377989,-250.56676450078763,-249.6483465430577,-28777.9599312592,-28834.998979896485,70.70101241711441,61.640697559893326,"[8.31902867e+04 2.55994337e+03 5.72214276e+03 2.77191248e+03
 1.64241101e+04 2.35843345e+02 1.84058990e+03 1.76702315e+04
 4.59062335e+04 4.99919679e+04 4.81816187e+04 1.01318847e+04
 5.55530733e+03 1.25586577e+08]",0.0018087527469527076,0.0014285474951864535,0.0003802052517662541
7,7,"protected_exp(-0.993572904683706*protected_pow(x1 - protected_sqrt(sin(-1.570463936407701)), 1.9776961695219963))*protected_pow(protected_pow(x2 - 1*2.493816442162979, 2.024096187935398) + 1.2047160312067131, -0.9907022167241918)","protected_exp(t2*protected_pow(t1*protected_sqrt(sin(t3)) + x1, t4))*protected_pow(t5 + protected_pow(t6 + x2, t7), t8)",23,8,"[-1.0, -0.993572904683706, -1.5704639364077009, 1.9776961695219963, 1.2047160312067131, -2.493816442162979, 2.024096187935398, -0.9907022167241918]","[-1.572244624459334, -1.0032379598435162, 0.4280246036241776, 2.0394092341298333, 1.1983422869120142, -2.494875691003964, 2.0038387028403943, -1.0002493767400882]",0.00040094089391828143,3.102256953743518e-06,0.0003917810593567545,1.5163104238064446e-05,0.000492795310811089,-480.7267257525017,-478.7267257525017,-457.2801940786089,-167.42594399476496,-249.36336287625085,-248.4111217837953,-28851.593605993163,-28976.9761586672,50.53616527873305,31.401253602752835,"[6.94626578e+03 2.73024625e+03 2.06231334e+04 2.27714736e+02
 9.70976544e+03 9.01701469e+03 3.28384431e+02 6.75760248e+03
 1.35991073e+08]",0.0014900895554551665,0.001098308496098397,0.00039178105935676935
8,8,"protected_exp(-1.0333177006513388*protected_pow(x1 - 1*1.0168850775305844, 2.0073574880089793))*protected_pow(protected_pow(x2 - 1*2.503031315727259, protected_exp((protected_div(protected_exp(protected_div(protected_div(1.2006378165757952, -2.5869965387238194), sin(-0.7137486616449844)) - protected_exp(protected_pow(4.985507406679163, 0.4684041736352975))), protected_exp(protected_div(-2.6625838728655977, x1) + protected_sqrt(1.4028079714333166) + protected_sqrt(x1) + sin(-46.93260802582728))) + protected_exp(protected_div(protected_div(cos(x1*5.354115356958368), -x1 + protected_pow(x1, -3.0660558046565374) + 1.0355661481087797), (x1 + x1)*(-x2 - 1.9326978828149743) + protected_pow(protected_exp(x1), x2*(-1.661868334377099)))))*protected_sqrt(protected_div(cos(protected_div(protected_pow(cos(-1.7315734681043216), cos(-0.4892575941171656)), sin(protected_exp(1.637653760282613)))), -protected_pow(-2.8351064322185473, -0.3336122954295975) - sin(x1 - 1*(-10.735448366640624)) - cos(protected_pow(x2, -1.9635065972533785) + protected_sqrt(x1)) + 1.1619372836180362*1.9902541570879047)))) + 1.1800524896449673, -1.0355399165075057)","protected_exp(t7*protected_pow(t8 + x1, t9))*protected_pow(t10 + protected_pow(t11 + x2, protected_exp((protected_div(protected_exp(t4*protected_exp(protected_pow(t24, t25)) + protected_div(protected_div(t21, t22), sin(t23))), protected_exp(protected_div(t26, x1) + protected_sqrt(t27) + protected_sqrt(x1) + sin(t28))) + protected_exp(protected_div(protected_div(cos(t29*x1), t31 + t5*x1 + protected_pow(x1, t30)), (t33 + t6*x2)*(x1 + x1) + protected_pow(protected_exp(x1), t32*x2))))*protected_sqrt(protected_div(cos(protected_div(protected_pow(cos(t12), cos(t13)), sin(protected_exp(t14)))), t1*protected_pow(t17, t18) + t15*t16 + t2*sin(t19 + x1) + t3*cos(protected_pow(x2, t20) + protected_sqrt(x1)))))), t34)",104,34,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0333177006513388, -1.0168850775305844, 2.0073574880089793, 1.1800524896449673, -2.503031315727259, -1.7315734681043216, -0.48925759411716563, 1.6376537602826131, 1.1619372836180362, 1.9902541570879047, -2.8351064322185473, -0.33361229542959747, 10.735448366640624, -1.9635065972533785, 1.2006378165757952, -2.5869965387238194, -0.7137486616449844, 4.985507406679163, 0.4684041736352975, -2.6625838728655977, 1.4028079714333166, -46.93260802582728, 5.354115356958368, -3.0660558046565374, 1.0355661481087797, -1.661868334377099, -1.9326978828149743, -1.0355399165075057]","[-1.3242174944129832, 0.7323836059314424, -0.10004621062743241, 1.2870498049983492, -23.21530711286092, 0.02193572908268557, -1.0165106690050947, -1.0251046214145394, 2.0600304629160937, 1.1904767224790604, -2.4981276304249596, -1.3686217221336265, 1.812879817093944, 3.271778611332055, 1.937562512867902, 0.9930605230039931, -7.360048611678895, 0.07243592340246109, 5.724298666512454, -2.629596454831078, 7.600917239524111, -6.6425007175153095, -2.506508958514775, 14.142491905462926, -0.4281641455345219, 0.868551689175384, 0.0257687115550687, -50.29144606740189, 8.593271536937358, -0.4315761262307474, 17.985986373041577, -20.037036520393492, -0.17565777049514228, -1.018072671954835]",0.000371981260388121,0.0007455203715041009,0.00034552309209411226,0.0007176073781920512,0.0011973919363868954,-438.344527686603,-398.969527686603,-347.1635711770198,123.88994709791575,-254.1722638433015,-251.4217168862111,-21549.100331403097,-21258.92151794711,249.38110837103056,128.68110257018668,"[1.60899390e+05 2.05558308e+04 9.40183327e+04 8.09905032e+02
 2.27373675e-01 1.92493417e+04 2.66732059e+03 1.73878902e+04
 2.25099939e+02 1.02148192e+04 9.82004167e+03 6.12615179e+06
 1.08800342e+07 4.02786747e+08 1.18828154e+05 4.52353788e+05
 2.72848411e+01 1.12425215e+06 5.36002176e+04 4.59392595e+04
 2.74553713e+01 3.59250407e+01 2.91504421e+03 1.13686838e-01
 9.73500391e+02 5.62067726e+02 4.12251211e+03 4.25416147e+02
 8.86757334e+00 1.13686838e+00 5.11590770e-01 0.00000000e+00
 2.47177923e+03 6.49652065e+03 9.44137737e+07]",0.002712900830347075,0.0023624366799627552,0.0003504641503843198
9,9,"protected_exp(-1.003227555398137*protected_pow(x1 - 1*1.012936320553301, 2.039375826638704))*protected_pow(protected_pow(x2 - 1*2.4948751878874003, protected_pow(protected_exp(0.7391720689125455), cos(-0.3470984130825166))) + 1.1983500703179504, -1.0002344609418388)","protected_exp(t1*protected_pow(t2 + x1, t3))*protected_pow(t4 + protected_pow(t5 + x2, protected_pow(protected_exp(t6), cos(t7))), t8)",25,8,"[-1.003227555398137, -1.012936320553301, 2.039375826638704, 1.1983500703179504, -2.4948751878874003, 0.7391720689125455, -0.3470984130825166, -1.0002344609418388]","[-1.0032379971289405, -1.0129385643428355, 2.03940934755498, 1.1983422685425102, -2.4948756759582107, -0.7101926972603573, 2.934820691386064, -1.0002494067488772]",0.0003917810635225375,1.5160921757116292e-05,0.00039178105935676333,1.5163116378704183e-05,0.0004927953265607642,-480.7267257524999,-478.7267257524999,-457.28019407860705,-167.71397968920692,-249.36336287624994,-249.363362443183,-28851.593479781102,-28851.61629470035,51.986038541995896,29.663344645047122,"[2.73030309e+03 1.67348162e+04 2.27771579e+02 9.70982228e+03
 9.01712838e+03 1.26306077e+03 2.80806489e+01 6.75765932e+03
 1.35991073e+08]",0.0015090705874904807,0.0011172895281337204,0.0003917810593567603
